"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"7i",,,"98.1","112.4","147.0","11.0","-3.1","7.9","-2.0","117.3","1.25","23.8","-6.2","-6.2",0,"5108","4.2"
"7i",,,"103.0","117.9","141.9","16.1","-1.7","11.5","4.1","110.2","1.29","30.1","-6.9","-6.5",0,"4023","10.9"
"7i",,,"53.2","69.3","97.2","19.5","0.1","5.6","-0.2","118.2","0.82","25.3","-0.8","-6.6",0,"2898","-6.6"
"7i",,,"106.3","124.2","144.5","15.6","-5.7","10.8","-8.8","112.9","1.28","27.4","-4.6","-5.7",0,"3029","1.1"
"7i",,,"111.0","124.9","146.9","16.8","-4.2","13.8","-5.2","113.8","1.29","33.4","-5.4","-4.8",0,"4266","2.5"
"7i",,,"100.0","120.4","143.0","14.8","-4.9","8.7","-8.2","116.4","1.23","23.2","-4.7","-4.6",0,"2372","-2.2"
"7i",,,"114.3","128.9","150.1","16.3","-4.0","14.0","-3.7","119.1","1.26","33.2","-6.7","-6.9",0,"4209","4.3"
"7i",,,"127.0","140.0","160.2","17.4","-0.6","18.2","5.1","120.0","1.34","38.2","-6.9","-5.2",0,"4560","5.6"
"7i",,,"122.8","134.3","157.1","18.4","-1.3","18.5","5.6","119.1","1.32","39.3","-6.9","-6.9",0,"4829","8.4"
"7i",,,"125.0","139.1","160.8","15.0","-4.2","15.1","-0.8","117.3","1.37","33.9","-9.3","-8.5",0,"4458","8.5"
"7i",,,"110.3","124.9","148.8","14.7","-6.2","11.9","-8.9","114.7","1.30","29.9","-6.5","-5.5",0,"4131","2.6"
"7i",,,"121.7","136.3","158.2","14.3","-4.8","13.7","-4.3","116.4","1.36","31.7","-8.9","-6.5",0,"4219","5.8"
"7i",,,"120.7","134.1","158.1","14.6","-5.1","14.1","-4.4","116.4","1.36","33.0","-7.8","-7.7",0,"4654","6.4"
"7i",,,"118.4","129.6","155.1","17.7","-3.4","17.2","1.3","119.1","1.30","38.3","-6.9","-7.4",0,"5341","8.7"
"7i",,,"126.6","141.0","159.7","15.9","-4.9","15.8","-10.8","120.0","1.33","34.2","-6.1","-5.2",0,"3973","-1.8"
"7i",,,"86.3","106.6","137.3","12.6","-6.5","6.2","-9.8","111.1","1.24","19.2","-6.1","-5.8",0,"2510","-3.9"
"7i",,,"119.2","131.0","157.4","16.2","-1.0","15.9","7.7","120.9","1.30","36.4","-8.4","-6.7",0,"5426","10.6"
"7i",,,"118.8","130.9","155.8","17.0","-0.7","16.3","8.6","117.3","1.33","36.9","-7.6","-6.3",0,"5067","11.2"
"7i",,,"120.9","133.5","152.7","18.9","-3.5","17.7","-4.2","113.8","1.34","37.8","-4.7","-5.1",0,"4064","2.1"
"7i",,,"118.0","129.9","154.6","17.3","-2.9","16.4","1.6","116.4","1.33","37.1","-6.8","-7.4",0,"5075","8.1"
"7i",,,"108.4","121.0","151.1","14.0","-2.5","11.7","4.7","117.3","1.29","30.6","-7.5","-6.7",0,"5368","12.5"
"7i",,,"108.8","124.4","146.0","15.9","-4.9","11.7","-11.7","115.6","1.26","29.0","-4.4","-3.6",0,"3317","-6.7"
"7i",,,"124.7","137.1","157.5","17.9","-0.3","17.9","4.9","115.6","1.36","38.0","-6.1","-3.1",0,"4398","4.8"
"7i",,,"120.8","131.4","155.6","18.9","-0.1","18.7","7.1","118.2","1.32","39.9","-5.0","-5.4",0,"5002","7.1"
"7i",,,"106.1","118.5","147.6","14.9","-1.6","11.9","4.2","116.4","1.27","31.3","-8.5","-6.0",0,"5282","9.5"
"7i",,,"120.6","131.7","155.9","18.2","-1.6","18.0","1.8","117.3","1.33","39.1","-6.6","-4.4",0,"5065","4.6"
"7i",,,"113.4","126.7","148.4","17.7","-4.3","15.2","-5.7","115.6","1.28","35.6","-5.8","-5.3",0,"4455","2.0"
"7i",,,"114.0","125.4","152.4","16.7","-2.6","15.1","3.6","115.6","1.32","35.8","-8.3","-7.3",0,"5357","10.1"
"7i",,,"42.5","59.1","116.8","10.0","-9.8","2.2","-1.6","120.0","0.97","13.4","-3.3","-6.8",0,"9106","58.3"
"7i",,,"98.3","110.7","144.9","13.6","0.7","9.8","12.3","119.1","1.22","28.2","-9.9","-4.1",0,"5807","18.7"
"7i",,,"114.8","127.3","153.8","15.2","-3.7","13.9","-2.5","119.1","1.29","33.7","-6.3","-5.3",0,"5176","4.7"
"7i",,,"121.4","134.7","155.9","16.9","-3.4","16.3","-3.7","120.9","1.29","36.2","-6.9","-6.2",0,"4583","2.5"
