"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"7i",,,"109.7","127.9","146.5","16.4","-3.2","11.3","-3.1","120.9","1.21","27.3","-4.9","-4.2",0,"2573","3.5"
"7i",,,"66.2","101.4","125.0","13.8","-6.7","4.5","-8.7","121.8","1.03","16.8","-4.4","-4.8",0,"927","-17.2"
"7i",,,"129.5","141.4","165.1","17.0","-0.9","19.0","8.6","129.0","1.28","39.4","-5.3","-3.3",0,"5112","9.9"
"7i",,,"140.6","153.8","172.3","15.8","-3.2","19.6","-4.1","125.4","1.37","38.4","-4.9","-4.1",0,"4456","2.0"
"7i",,,"143.8","159.6","178.2","13.0","-8.8","15.6","-34.3","125.4","1.42","32.1","-5.8","-2.9",0,"3745","-15.1"
"7i",,,"140.7","151.2","173.5","20.1","-1.8","26.2","4.8","126.3","1.37","45.9","-3.1","-4.1",0,"4985","6.8"
"7i",,,"132.2","144.4","163.0","18.7","0.6","20.3","12.4","128.1","1.27","39.9","-5.1","-4.0",0,"4137","10.4"
"7i",,,"142.9","155.3","175.0","17.3","-3.2","22.7","-0.9","129.0","1.36","42.0","-6.3","-5.6",0,"4788","4.9"
"7i",,,"125.8","138.2","161.7","16.3","-4.0","17.3","-3.5","123.6","1.31","37.4","-4.3","-4.2",0,"5054","4.3"
"7i",,,"74.3","109.3","135.5","13.0","-5.8","4.8","-6.7","122.7","1.10","15.8","-4.4","-4.9",0,"805","-0.5"
"7i",,,"106.6","117.3","149.9","14.9","1.1","12.1","15.0","127.2","1.18","31.9","0.0","0.0",-1,"5799","18.5"
"7i",,,"99.6","113.5","152.6","11.0","0.0","8.0","14.1","126.3","1.21","23.8","-5.9","-5.0",0,"5325","24.9"
"7i",,,"106.3","128.5","150.9","14.0","-4.5","8.6","-8.3","129.0","1.17","21.5","-3.7","-3.7",0,"2057","-3.1"
"7i",,,"102.9","120.8","159.4","9.1","-1.1","7.0","12.0","127.2","1.25","21.0","-7.0","-6.3",0,"4975","24.1"
"7i",,,"136.1","146.8","172.6","16.9","0.3","21.2","14.7","129.0","1.34","41.6","-7.2","-5.4",0,"5579","12.1"
"7i",,,"127.6","138.3","165.0","17.0","-1.2","19.0","11.5","130.7","1.26","39.8","-4.9","-5.4",0,"5615","13.9"
"7i",,,"123.0","133.1","162.4","16.2","-3.9","17.0","6.8","132.5","1.23","37.9","-9.1","-9.7",0,"5916","16.1"
"7i",,,"13.6","94.0","153.6","1.2","-5.1","0.1","-0.9","127.2","1.21","1.3","-5.0","-5.8",0,"1979","40.6"
"7i",,,"138.0","149.5","174.1","16.5","-4.2","21.3","2.2","131.6","1.32","41.4","-7.4","-8.9",0,"5485","10.2"
"7i",,,"149.1","162.7","178.0","16.4","-5.2","22.1","-9.6","129.9","1.37","40.2","-5.2","-6.3",0,"4172","2.0"
"7i",,,"139.3","152.3","171.4","16.5","-5.9","20.3","-8.6","129.0","1.33","39.5","-5.9","-7.1",0,"4606","4.0"
"7i",,,"140.8","153.4","172.3","17.7","-1.5","22.0","9.2","131.6","1.31","41.3","-5.8","-6.3",0,"4520","10.6"
"7i",,,"130.1","140.9","167.6","17.7","0.8","20.1","20.5","132.5","1.26","41.0","-7.8","-7.4",0,"5445","18.5"
"7i",,,"117.1","129.8","154.7","16.6","-2.2","15.2","8.3","129.0","1.20","35.2","-5.6","-6.5",0,"4812","15.5"
"7i",,,"47.7","83.6","160.5","3.9","5.8","1.0","11.3","128.1","1.25","5.9","-6.0","-5.3",0,"7726","57.9"
"7i",,,"135.0","149.4","166.4","15.8","-4.3","17.0","-2.2","129.9","1.28","34.8","-6.0","-6.2",0,"3781","7.1"
"7i",,,"140.0","153.5","171.8","15.0","-4.9","18.4","-9.5","124.5","1.38","36.7","-6.9","-5.1",0,"4283","0.8"
"7i",,,"137.7","149.9","172.1","16.4","-3.3","20.5","0.3","128.1","1.34","40.3","-6.5","-5.5",0,"5049","6.3"
"7i",,,"113.2","133.6","156.4","12.7","-6.4","9.1","-12.0","128.1","1.22","22.4","-6.5","-4.6",0,"2607","-1.3"
"7i",,,"149.6","162.9","179.7","15.3","-6.3","21.2","-11.5","130.7","1.37","39.2","-6.9","-7.9",0,"4312","2.8"
"7i",,,"148.5","161.5","179.0","16.7","-4.5","23.0","-3.2","131.6","1.36","41.6","-5.5","-6.5",0,"4530","5.7"
"7i",,,"138.4","150.9","173.3","16.0","-3.5","20.2","2.9","129.9","1.33","39.8","-7.7","-7.4",0,"5063","9.4"
"7i",,,"148.7","162.0","178.8","15.3","-6.2","20.8","-12.1","130.7","1.37","38.9","-6.6","-7.3",0,"4274","2.0"
"7i",,,"124.7","141.5","160.1","14.4","-5.0","13.1","-3.7","132.5","1.21","29.5","-7.3","-6.6",0,"3394","8.2"
"7i",,,"136.3","147.6","171.8","17.0","-2.9","21.2","5.3","128.1","1.34","41.4","-6.1","-7.4",0,"5348","10.3"
"7i",,,"128.7","146.0","163.8","13.7","-5.1","13.0","-9.0","130.7","1.25","28.9","-5.9","-4.9",0,"3341","1.3"
"7i",,,"142.3","154.6","175.4","16.9","-3.4","22.2","-0.3","129.9","1.35","41.7","-6.8","-5.8",0,"4954","6.0"
"7i",,,"137.6","150.3","172.2","15.2","-4.2","18.9","-2.4","129.9","1.33","38.2","-7.8","-5.9",0,"4918","6.1"
"7i",,,"139.2","151.2","174.9","16.0","-4.0","20.5","4.6","131.6","1.33","40.2","-8.6","-7.8",0,"5170","12.0"
"7i",,,"141.7","155.0","171.7","16.7","-3.0","20.4","1.1","130.7","1.31","38.9","-7.2","-4.7",0,"4126","6.7"
"7i",,,"135.5","148.0","169.3","16.6","-1.3","19.8","5.5","128.1","1.32","39.5","-7.1","-4.6",0,"4878","7.1"
