"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"7i",,,"95.1","104.2","138.4","16.0","-5.6","11.2","-2.5","112.0","1.24","32.0","-11.7","-12.1",0,"6859","10.6"
"7i",,,"120.4","129.8","158.4","17.1","-5.7","17.8","-7.4","119.1","1.33","39.3","-6.1","-7.2",0,"6275","3.8"
"7i",,,"47.5","78.7","119.6","11.3","-15.3","2.6","-15.1","115.6","1.04","13.2","0.6","-4.5",0,"1374","-55.4"
"7i",,,"71.2","94.2","126.6","16.1","-8.2","6.0","-16.9","110.2","1.15","20.8","0.9","-4.7",0,"1857","-48.8"
"7i",,,"108.9","118.0","145.6","20.7","-3.4","17.8","0.2","116.4","1.25","40.8","-7.7","-9.2",0,"5853","7.6"
"7i",,,"118.3","129.5","155.0","17.3","-7.7","16.7","-17.8","119.1","1.30","37.8","-4.5","-5.1",0,"5270","-4.2"
"7i",,,"82.8","107.0","128.2","17.2","-7.3","7.6","-10.9","114.7","1.12","22.7","-1.3","-5.8",0,"1312","-7.1"
"7i",,,"100.7","109.9","137.6","22.7","1.6","17.1","12.5","114.7","1.20","41.1","-4.2","-6.0",0,"5614","14.1"
"7i",,,"114.3","123.1","154.3","17.3","-3.5","16.6","0.2","119.1","1.30","38.7","-6.9","-7.3",0,"7096","7.6"
"7i",,,"96.1","106.5","135.0","19.6","-0.2","13.5","7.7","118.2","1.14","35.9","-8.7","-7.0",0,"5464","13.0"
"7i",,,"109.4","118.4","149.7","17.4","-3.4","15.4","1.9","118.2","1.27","37.5","-6.7","-6.9",0,"6968","10.0"
"7i",,,"111.4","120.6","148.5","19.3","-3.6","17.3","-3.4","114.7","1.30","39.8","-6.2","-6.6",0,"6060","3.1"
"7i",,,"112.9","123.9","149.7","18.2","-5.7","16.3","-7.6","118.2","1.27","37.8","-4.1","-7.4",0,"5361","3.0"
"7i",,,"108.2","116.1","147.5","19.1","-2.4","16.7","3.0","117.3","1.26","39.5","-5.7","-7.0",0,"7026","8.9"
"7i",,,"102.6","109.9","141.2","20.9","0.3","16.8","5.5","115.6","1.22","40.5","-7.1","-6.4",0,"7123","5.9"
"7i",,,"116.0","124.4","152.3","21.2","-3.0","20.5","1.8","120.9","1.26","43.2","-6.4","-7.8",0,"5995","8.3"
"7i",,,"95.1","104.8","134.5","19.6","-2.9","13.5","2.9","114.7","1.17","36.1","-10.6","-8.7",0,"6058","12.3"
"7i",,,"59.1","90.8","137.3","5.5","-4.2","1.9","0.2","114.7","1.20","9.4","-8.7","-10.1",0,"4992","21.5"
"7i",,,"99.6","112.4","139.2","17.2","-5.2","12.3","-3.0","114.7","1.21","32.8","-5.4","-6.9",0,"4981","8.7"
"7i",,,"108.4","119.8","145.1","18.4","-2.9","15.1","-2.0","120.0","1.21","36.4","-4.6","-5.3",0,"4990","3.3"
"7i",,,"111.6","124.8","148.1","17.1","-5.8","14.5","-7.7","119.1","1.24","34.8","-5.7","-7.1",0,"4708","3.3"
"7i",,,"102.5","111.3","145.1","17.0","-1.9","13.5","6.6","116.4","1.25","35.4","-11.4","-11.4",0,"7668","14.0"
"7i",,,"108.3","116.0","148.8","18.5","-2.8","16.3","3.5","118.2","1.26","39.1","-10.5","-6.9",0,"7628","10.7"
"7i",,,"99.0","113.6","136.8","17.1","-7.1","11.1","-9.4","117.3","1.17","29.3","-2.9","-6.4",0,"3365","3.7"
"7i",,,"88.4","105.1","141.0","10.5","-7.3","6.3","-7.0","116.4","1.21","21.0","-7.9","-8.0",0,"4945","7.6"
"7i",,,"113.8","123.2","154.0","15.6","-6.3","14.9","-9.3","121.8","1.26","35.9","-6.8","-6.0",0,"6538","2.4"
"7i",,,"110.8","120.1","149.5","17.4","-4.9","15.6","-5.9","119.1","1.25","37.4","-5.5","-6.5",0,"6265","3.0"
"7i",,,"113.7","122.5","151.7","18.9","-1.6","17.8","4.3","116.4","1.30","40.2","-3.3","-3.3",0,"6467","8.0"
"7i",,,"116.2","126.3","155.7","15.4","-6.8","14.9","-9.8","121.8","1.28","35.4","-8.4","-8.6",0,"5968","3.5"
"7i",,,"124.7","136.8","157.9","18.2","-8.4","18.5","-15.1","120.0","1.32","39.0","-6.4","-7.7",0,"4598","1.9"
"7i",,,"106.2","119.2","141.3","18.5","-4.4","14.0","-4.3","115.6","1.22","34.2","-3.9","-5.9",0,"4013","4.4"
"7i",,,"116.9","131.4","149.6","17.8","-6.6","14.9","-15.4","119.1","1.26","33.6","-3.4","-5.1",0,"3453","-5.1"
"7i",,,"106.4","117.2","143.1","19.2","-2.8","15.5","-1.1","120.9","1.18","37.4","-3.5","-5.6",0,"5121","4.3"
"7i",,,"113.7","122.2","152.2","18.8","-1.1","17.9","3.7","116.4","1.31","40.4","-5.4","-5.5",0,"6794","5.8"
"7i",,,"113.8","122.8","155.2","15.9","-4.2","15.2","0.4","118.2","1.31","36.6","-7.3","-7.5",0,"7083","9.9"
"7i",,,"119.6","130.8","156.0","17.4","-3.6","17.1","-5.4","115.6","1.35","38.1","-7.6","-4.0",0,"5307","0.8"
"7i",,,"105.0","115.2","146.8","15.4","-2.9","12.5","2.5","116.4","1.26","32.9","-11.1","-6.2",0,"6198","10.4"
"7i",,,"102.0","121.0","140.3","16.8","-7.2","10.4","-12.1","119.1","1.18","26.5","-4.8","-5.8",0,"2391","-1.4"
"7i",,,"84.4","101.2","140.9","10.1","-2.9","5.9","4.2","118.2","1.19","20.5","-14.3","-8.3",0,"6213","18.9"
"7i",,,"105.8","118.3","146.9","15.6","-5.7","12.4","-1.6","120.9","1.21","32.2","-9.1","-8.3",0,"5290","12.3"
"7i",,,"100.4","115.9","140.4","15.9","-6.3","10.7","-3.4","118.2","1.19","28.7","-8.1","-10.3",0,"3766","12.8"
"7i",,,"125.2","137.6","160.4","17.0","-10.0","17.9","-19.9","120.9","1.33","38.4","-9.6","-12.8",0,"4976","0.5"
"7i",,,"114.6","123.2","152.5","19.4","-2.2","18.6","3.1","119.1","1.28","41.2","-5.6","-5.9",0,"6593","7.7"
"7i",,,"115.4","125.2","150.5","20.9","-1.3","19.5","3.3","115.6","1.30","41.9","-4.1","-5.9",0,"5290","5.9"
"7i",,,"110.9","119.1","151.1","18.0","-1.2","16.3","7.7","120.9","1.25","38.7","-7.4","-8.0",0,"7108","11.9"
"7i",,,"82.5","109.3","152.6","6.4","-2.7","3.4","3.2","122.7","1.24","12.3","-5.4","-4.9",0,"3868","19.5"
"7i",,,"119.9","132.8","151.4","19.4","-5.1","17.8","-7.5","120.0","1.26","38.1","-5.8","-6.3",0,"3968","2.4"
"7i",,,"119.8","130.1","155.4","18.9","-4.7","18.8","-5.5","123.6","1.26","40.3","-6.7","-6.8",0,"5367","3.4"
"7i",,,"115.2","123.1","152.2","21.4","-2.6","20.8","1.2","123.6","1.23","43.9","-6.2","-6.9",0,"6502","6.2"
"7i",,,"115.1","125.7","152.2","17.9","-5.2","16.6","-4.2","119.1","1.28","38.0","-7.5","-7.9",0,"5476","6.4"
"7i",,,"116.5","131.0","147.8","19.0","-3.8","15.6","-6.8","122.7","1.20","34.5","-2.8","-3.8",0,"3279","-0.7"
"7i",,,"113.7","121.4","151.8","20.3","-1.4","19.5","2.6","120.9","1.26","42.5","-7.0","-4.4",0,"7020","5.1"
"7i",,,"129.1","138.4","166.7","16.6","-4.1","19.8","-4.9","125.4","1.33","40.9","-7.9","-5.3",0,"6316","3.0"
"7i",,,"122.0","129.4","160.5","20.6","-1.1","22.5","7.7","127.2","1.26","45.0","-7.4","-6.7",0,"7055","9.6"
"7i",,,"122.5","132.4","157.8","19.7","-2.8","20.6","-2.8","122.7","1.29","42.3","-5.1","-6.0",0,"5559","2.0"
"7i",,,"111.9","119.0","152.8","18.4","-0.6","17.3","7.2","124.5","1.23","40.2","-7.9","-7.1",0,"8248","9.3"
"7i",,,"122.3","132.0","158.8","18.3","-5.2","19.3","-10.6","121.8","1.30","41.0","-6.3","-7.0",0,"5921","-1.2"
"7i",,,"67.5","80.4","127.1","12.1","6.0","5.0","16.2","127.2","1.00","20.5","-8.5","-7.0",0,"8601","33.6"
"7i",,,"129.6","142.0","165.8","15.5","-8.7","17.7","-17.8","124.5","1.33","37.7","-7.7","-7.5",0,"5161","0.3"
"7i",,,"112.6","120.9","153.4","17.6","-5.2","16.5","0.6","125.4","1.22","38.8","-9.4","-10.4",0,"7332","12.6"
"7i",,,"124.8","134.8","159.6","20.0","-6.4","21.5","-8.5","124.5","1.28","43.0","-7.8","-9.9",0,"5310","4.4"
"7i",,,"112.7","123.2","149.3","19.2","-5.3","16.8","0.7","123.6","1.21","38.5","-1.0","-1.0",5,"5085","13.9"
"7i",,,"124.1","133.8","159.4","20.2","-3.2","21.5","-12.6","123.6","1.29","43.2","-5.4","-6.8",0,"5492","-8.0"
"7i",,,"107.4","114.0","151.1","18.2","-2.7","16.5","0.7","124.5","1.21","40.0","-7.5","-8.9",0,"10813","6.1"
"7i",,,"117.6","126.9","154.0","19.3","-3.1","19.0","-2.1","125.4","1.23","41.1","-8.2","-5.5",0,"5908","3.6"
"7i",,,"105.6","115.8","144.8","17.3","-4.3","14.0","-2.4","125.4","1.16","35.3","-6.8","-6.4",0,"5815","6.5"
"7i",,,"103.3","112.8","144.8","16.7","-5.4","13.3","-0.1","117.3","1.23","34.6","-9.0","-10.8",0,"6531","13.5"
"7i",,,"83.8","107.0","130.2","16.6","-7.4","7.5","-5.9","117.3","1.11","22.5","-3.9","-9.4",0,"1599","17.8"
"7i",,,"118.4","128.0","153.5","21.2","-5.3","20.8","-3.7","120.0","1.28","43.2","-1.0","-1.0",5,"5403","7.3"
"7i",,,"119.0","127.9","156.2","19.8","-3.7","19.9","3.7","121.8","1.28","42.2","-7.2","-9.2",0,"6176","12.0"
"7i",,,"56.7","102.4","144.1","8.3","-0.5","2.2","1.9","128.1","1.12","9.6","-6.8","-7.3",0,"856","29.7"
"7i",,,"107.5","119.1","149.9","14.4","-4.6","12.1","-1.2","116.4","1.29","31.7","-8.6","-7.5",0,"5939","9.5"
"7i",,,"105.0","113.6","146.2","17.9","-3.6","14.9","3.4","124.5","1.17","37.3","-8.2","-8.7",0,"7375","13.5"
"7i",,,"69.0","78.7","122.4","15.7","5.0","6.7","16.6","124.5","0.98","25.6","-8.2","-11.3",0,"8817","37.1"
"7i",,,"104.2","113.5","148.4","15.7","-8.3","13.2","-20.3","119.1","1.25","34.8","-8.5","-11.1",0,"8600","-10.0"
"7i",,,"118.7","128.2","155.4","18.6","-5.4","18.4","-4.3","124.5","1.25","40.2","-6.8","-7.8",0,"5785","6.7"
"7i",,,"98.5","107.5","141.9","16.3","-5.8","12.0","0.2","120.0","1.18","33.0","-10.6","-9.8",0,"6938","16.0"
"7i",,,"99.9","108.8","142.7","16.7","-2.8","12.6","5.2","120.9","1.18","34.0","-11.1","-6.2",0,"7069","15.2"
"7i",,,"129.1","140.4","162.8","18.8","-4.5","20.5","1.5","127.2","1.28","41.1","-7.2","-6.1",0,"4851","11.2"
"7i",,,"121.3","129.3","160.6","18.9","-3.4","20.4","2.0","127.2","1.26","42.7","-8.3","-8.5",0,"7282","8.6"
"7i",,,"97.4","117.6","139.0","16.0","-6.6","9.2","-6.3","120.9","1.15","24.7","-5.7","-10.1",0,"2354","10.2"
"7i",,,"10.4","99.7","151.1","0.9","-2.7","0.0","-0.3","123.6","1.22","0.9","-3.9","-9.2",0,"1801","29.8"
"7i",,,"47.1","109.0","156.5","5.2","-3.7","1.2","-1.6","122.7","1.28","6.0","-7.8","-12.0",0,"874","22.3"
"7i",,,"125.1","135.1","160.2","19.4","-6.0","20.9","-14.9","125.4","1.28","42.4","-4.6","-6.8",0,"5423","-3.7"
"7i",,,"126.9","134.9","164.7","20.0","-2.7","23.5","-4.0","126.3","1.30","45.4","-5.4","-5.3",0,"6823","0.4"
