"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"7i",,,"90.7","115.1","142.4","13.0","-2.8","6.5","-3.9","115.6","1.23","18.7","-3.9","-2.9",0,"1940","-2.5"
"7i",,,"136.5","151.3","168.5","14.8","-2.5","16.5","-5.3","120.9","1.39","34.0","-5.7","-3.3",0,"3874","-1.0"
"7i",,,"90.5","114.8","142.2","13.5","-5.6","6.7","-12.7","119.1","1.19","19.4","-1.0","-1.0",5,"1953","-19.2"
"7i",,,"105.5","125.7","150.3","13.3","-3.3","8.5","-6.4","125.4","1.20","21.8","-5.2","-3.4",0,"2436","-3.7"
"7i",,,"112.0","127.0","152.1","13.7","-2.3","11.1","3.3","120.0","1.27","28.0","-6.7","-2.8",0,"3913","10.4"
"7i",,,"107.9","127.9","150.4","13.7","-1.6","9.2","-3.2","120.9","1.24","23.3","-4.2","-1.8",0,"2616","-3.3"
"7i",,,"59.9","97.3","123.9","12.5","-2.2","3.6","-0.2","120.0","1.03","14.7","-3.7","-2.7",0,"778","16.8"
"7i",,,"131.9","146.5","166.8","13.8","-0.5","14.9","6.5","120.9","1.38","32.5","-7.5","-3.8",0,"4097","7.0"
"7i",,,"115.3","129.8","157.9","12.7","0.0","11.1","13.4","123.6","1.28","28.1","-8.3","-5.0",0,"4383","17.8"
"7i",,,"119.5","133.4","159.0","13.7","-1.1","12.8","9.8","119.1","1.34","30.8","-7.6","-4.7",0,"4474","14.5"
"7i",,,"124.7","139.2","161.6","13.8","-3.8","13.5","0.7","119.1","1.36","31.1","-9.1","-7.1",0,"4123","9.7"
"7i",,,"85.9","110.4","142.6","11.2","-6.5","5.3","-7.8","115.6","1.23","16.5","-5.5","-5.6",0,"2217","3.7"
"7i",,,"74.5","105.7","150.8","5.7","-3.8","2.7","2.9","123.6","1.22","10.7","-10.3","-6.7",0,"4281","26.4"
"7i",,,"127.0","140.7","164.6","14.2","0.9","14.9","14.1","120.0","1.37","33.5","-8.2","-4.1",0,"4679","12.5"
"7i",,,"143.5","157.5","172.1","16.3","-3.8","19.5","-7.1","124.5","1.38","37.0","-4.9","-4.8",0,"3744","0.6"
"7i",,,"62.3","80.9","134.4","9.8","9.1","3.5","19.6","124.5","1.08","15.3","-7.6","-5.9",0,"6134","48.2"
"7i",,,"142.8","157.4","173.7","14.6","-5.4","17.8","-10.9","124.5","1.40","35.2","-6.2","-6.5",0,"3930","0.7"
"7i",,,"124.5","138.4","159.3","16.1","-2.0","16.0","5.7","120.9","1.32","35.3","-6.5","-5.6",0,"4418","10.4"
"7i",,,"120.6","136.6","158.9","13.3","-3.3","11.9","-0.5","122.7","1.30","28.4","-5.8","-4.5",0,"3779","7.2"
"7i",,,"116.8","129.9","156.8","14.5","-3.2","13.2","5.8","122.7","1.28","32.0","-8.1","-7.7",0,"4824","15.0"
"7i",,,"134.2","148.8","168.4","13.8","-3.1","15.5","-2.2","123.6","1.36","33.2","-6.7","-4.0",0,"4150","3.8"
"7i",,,"111.6","128.3","151.7","13.6","-3.2","10.6","-1.0","118.2","1.28","26.7","-7.8","-5.7",0,"3570","6.5"
"7i",,,"75.3","87.0","135.2","13.4","7.5","6.2","23.8","120.9","1.12","22.7","-7.2","-6.5",0,"6822","44.8"
"7i",,,"74.1","94.5","125.7","14.2","-5.0","5.7","-1.9","111.1","1.13","19.8","-5.4","-7.4",0,"2282","17.7"
"7i",,,"107.4","119.9","151.5","14.0","-4.1","11.4","5.0","120.0","1.26","30.2","-8.3","-8.4",0,"5397","18.2"
"7i",,,"134.7","148.2","168.3","15.1","-3.5","17.4","0.7","124.5","1.35","36.1","-6.9","-6.7",0,"4453","7.7"
"7i",,,"124.6","137.9","164.2","13.5","-3.1","13.9","6.7","119.1","1.38","32.2","-9.2","-7.8",0,"4777","14.8"
"7i",,,"122.9","137.4","163.1","12.5","-5.4","12.5","-1.8","122.7","1.33","29.8","-6.3","-6.6",0,"4543","10.7"
"7i",,,"89.6","110.3","140.1","13.5","-5.3","6.8","-1.7","122.7","1.14","20.1","-4.8","-6.8",0,"2294","18.9"
"7i",,,"87.2","109.3","139.5","12.8","-7.7","6.2","-9.4","118.2","1.18","18.5","-5.1","-7.4",0,"2046","4.8"
"7i",,,"104.4","121.7","146.5","13.6","-6.4","9.4","-7.4","120.9","1.21","25.0","-6.7","-7.5",0,"3318","5.9"
"7i",,,"123.8","136.4","161.8","15.7","-3.9","15.9","6.9","123.6","1.31","35.6","-6.8","-7.8",0,"4956","16.8"
"7i",,,"112.4","123.1","152.3","16.9","0.4","14.9","14.9","117.3","1.30","36.0","-8.2","-7.6",0,"5636","17.9"
"7i",,,"116.6","135.1","155.7","13.5","-6.0","10.7","-10.6","120.9","1.29","25.8","-5.6","-6.0",0,"3088","0.1"
"7i",,,"139.6","154.0","170.9","15.0","-5.6","17.7","-10.3","125.4","1.36","35.4","-5.8","-5.5",0,"3982","1.6"
"7i",,,"139.8","152.1","171.1","18.0","-0.2","22.3","10.0","127.2","1.35","41.7","-5.1","-3.4",0,"4541","8.5"
"7i",,,"119.7","138.5","159.3","13.0","-5.4","10.6","-6.0","125.4","1.27","25.2","-6.2","-6.2",0,"3021","6.4"
"7i",,,"134.5","149.6","167.0","14.6","-4.3","15.5","-5.7","126.3","1.32","32.5","-6.2","-5.8",0,"3672","3.3"
"7i",,,"140.7","155.3","173.2","14.1","-4.3","17.3","-9.0","122.7","1.41","35.2","-6.5","-5.0",0,"4230","-0.1"
"7i",,,"134.7","147.7","166.0","17.1","-5.4","19.4","-6.2","127.2","1.31","38.6","-5.9","-8.4",0,"4274","5.0"
"7i",,,"131.8","144.2","169.2","14.7","-6.5","17.1","-3.4","126.3","1.34","36.6","-7.5","-9.4",0,"5143","10.7"
"7i",,,"96.5","118.8","154.5","8.2","-8.2","5.6","-4.3","123.6","1.25","17.9","-9.3","-10.3",0,"4381","18.0"
"7i",,,"134.9","148.2","169.6","14.6","-5.6","17.1","-5.6","126.3","1.34","35.9","-7.5","-7.1",0,"4649","6.3"
"7i",,,"127.7","142.3","164.0","13.4","-4.7","13.8","-4.0","122.7","1.34","31.3","-8.6","-7.4",0,"4137","5.8"
"7i",,,"51.0","66.7","103.4","14.1","-14.2","4.0","-14.2","117.3","0.88","20.1","-4.4","-11.3",0,"5862","-16.0"
"7i",,,"109.0","122.7","152.7","13.2","-5.6","10.7","1.1","114.7","1.33","28.2","-9.9","-12.1",0,"4716","16.9"
"7i",,,"38.3","74.7","117.1","5.6","-13.3","1.1","-10.3","120.0","0.98","7.9","-3.0","-10.8",0,"6996","-24.0"
"7i",,,"67.3","93.8","129.6","12.8","-5.7","4.4","-0.9","120.0","1.08","16.3","-6.5","-9.9",0,"1684","36.6"
"7i",,,"119.7","132.9","160.7","13.6","-4.9","13.1","3.5","120.0","1.34","31.5","-9.5","-10.2",0,"4892","16.4"
"7i",,,"119.9","136.0","159.2","12.9","-6.2","11.5","-5.4","121.8","1.31","27.7","-8.3","-9.6",0,"3750","8.8"
"7i",,,"98.4","112.5","148.6","11.7","-5.4","8.1","2.9","117.3","1.27","23.9","-9.6","-10.0",0,"4763","22.0"
"7i",,,"124.9","141.0","162.4","13.1","-8.0","12.4","-10.6","120.0","1.35","28.8","-7.7","-9.5",0,"3744","7.3"
"7i",,,"103.3","116.8","151.3","12.0","-2.8","9.2","6.2","116.4","1.30","26.0","-9.0","-8.5",0,"5117","17.8"
"7i",,,"120.8","135.7","156.9","15.6","-2.0","13.8","8.8","120.9","1.30","31.5","-6.3","-8.1",0,"3700","16.5"
"7i",,,"110.8","127.4","154.0","13.2","-4.5","10.1","3.9","122.7","1.26","25.9","-7.7","-9.4",0,"3637","19.7"
"7i",,,"126.0","142.7","164.2","12.6","-5.5","12.0","-4.5","121.8","1.35","27.9","-8.9","-7.1",0,"3675","8.2"
"7i",,,"127.6","144.9","164.9","12.8","-6.8","12.0","-9.1","125.4","1.32","27.3","-7.1","-7.8",0,"3344","6.2"
"7i",,,"129.8","143.3","167.0","14.4","-4.0","15.6","6.3","122.7","1.36","34.2","-9.0","-10.8",0,"4639","15.7"
"7i",,,"119.7","135.7","162.1","11.7","-5.5","10.8","-0.2","119.1","1.36","26.9","-9.2","-10.2",0,"4127","14.1"
"7i",,,"71.9","97.9","126.9","14.4","-7.9","5.4","-5.4","119.1","1.07","18.5","-5.1","-10.2",0,"1452","23.6"
"7i",,,"27.2","78.2","139.6","2.6","-2.4","0.3","0.5","121.8","1.15","3.1","-8.8","-8.3",0,"3761","43.8"
"7i",,,"102.2","117.4","148.4","13.0","-2.8","9.0","7.3","119.1","1.25","25.0","-8.1","-9.6",0,"3965","21.9"
"7i",,,"121.2","137.8","160.6","12.9","-3.7","11.4","1.0","120.9","1.33","27.3","-8.5","-7.7",0,"3627","11.0"
"7i",,,"119.1","132.9","159.9","13.2","-5.4","12.6","0.4","120.9","1.32","30.5","-8.5","-8.2",0,"4734","13.6"
"7i",,,"120.7","137.0","161.6","11.8","-7.1","10.8","-8.5","119.1","1.36","26.5","-9.6","-8.7",0,"3863","7.2"
"7i",,,"118.0","131.2","159.9","13.9","-1.9","13.0","11.6","124.5","1.28","31.6","-9.2","-8.5",0,"4953","19.3"
"7i",,,"114.5","128.4","155.6","13.6","-3.1","11.8","5.4","123.6","1.26","29.4","-8.3","-6.4",0,"4468","15.2"
"7i",,,"137.5","151.2","172.1","14.0","-5.0","17.0","-4.0","128.1","1.34","35.4","-7.6","-7.5",0,"4587","6.6"
