"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"7i",,,"38.7","44.9","75.9","28.5","6.9","6.2","4.4","99.5","0.76","34.7","-2.2","-6.8",0,"5926","-8.0"
"7i",,,"50.3","66.2","109.8","11.6","-5.6","3.4","-6.7","117.3","0.94","17.9","-5.3","-9.2",0,"13407","-16.5"
"7i",,,"106.3","120.5","148.7","14.2","-5.0","11.0","1.3","113.8","1.31","29.2","-9.3","-9.0",0,"4683","15.5"
"7i",,,"115.7","129.4","155.6","13.8","-5.4","12.4","-2.0","117.3","1.33","30.5","-9.3","-10.2",0,"4607","10.8"
"7i",,,"96.7","110.0","140.1","16.8","-1.6","11.2","11.0","110.2","1.27","31.2","-8.5","-10.3",0,"4996","24.9"
"7i",,,"104.0","118.2","147.6","13.7","-7.8","10.2","-3.7","115.6","1.28","27.8","-8.7","-10.6",0,"4573","16.1"
"7i",,,"110.1","125.0","152.8","12.6","-6.9","10.2","-4.5","114.7","1.33","26.7","-9.7","-9.9",0,"4138","12.1"
"7i",,,"117.0","131.1","152.7","16.3","-3.4","14.3","2.8","113.8","1.34","33.2","-7.2","-7.4",0,"4058","11.9"
"7i",,,"120.8","135.9","158.5","13.8","-6.1","12.6","-4.4","117.3","1.35","29.6","-8.4","-8.8",0,"3872","9.7"
"7i",,,"109.0","124.6","152.5","12.2","-8.9","9.6","-9.6","117.3","1.30","25.5","-8.8","-11.8",0,"3957","10.1"
"7i",,,"124.5","138.3","160.1","15.8","-4.5","15.7","2.2","117.3","1.36","34.8","-8.1","-9.3",0,"4438","12.8"
"7i",,,"127.1","140.6","164.7","15.0","-4.1","15.5","7.7","122.7","1.34","34.3","-8.0","-10.4",0,"4583","18.3"
"7i",,,"119.3","133.0","158.4","15.1","-1.4","13.8","13.7","120.9","1.31","32.4","-9.2","-8.6",0,"4396","20.8"
"7i",,,"105.5","121.3","146.4","15.3","-3.9","10.8","4.7","118.2","1.24","27.7","-6.0","-9.4",0,"3458","20.5"
"7i",,,"34.4","63.3","136.6","5.2","8.9","0.9","9.1","119.1","1.15","6.5","-9.0","-7.5",0,"7940","64.7"
"7i",,,"108.3","122.9","149.4","14.8","-6.4","11.3","0.7","115.6","1.29","28.8","-8.5","-12.4",0,"3969","19.7"
"7i",,,"105.2","118.1","147.4","15.7","-2.8","12.1","8.1","118.2","1.25","31.6","-9.1","-10.2",0,"5032","20.0"
"7i",,,"115.6","129.3","153.2","15.7","-5.4","13.6","1.6","120.0","1.28","32.4","-7.4","-10.7",0,"4247","16.2"
"7i",,,"9.2","72.8","110.9","2.4","10.7","0.1","1.7","119.1","0.93","2.5","-6.4","-6.6",0,"948","-69.6"
"7i",,,"107.1","123.3","147.9","14.6","-7.8","10.6","-4.6","116.4","1.27","27.2","-7.2","-12.4",0,"3506","16.2"
"7i",,,"120.9","134.5","156.4","16.2","-5.5","15.4","-1.7","118.2","1.32","34.7","-7.7","-9.4",0,"4406","11.0"
"7i",,,"115.7","128.6","154.4","16.5","-2.3","14.6","11.2","121.8","1.27","34.4","-7.4","-10.4",0,"4717","20.6"
"7i",,,"60.7","74.0","122.8","14.0","4.4","4.8","15.1","119.1","1.03","20.8","-9.1","-12.5",0,"7439","52.1"
"7i",,,"89.5","108.1","137.3","13.5","-7.9","7.3","-5.2","111.1","1.24","22.2","-7.5","-11.4",0,"3164","16.9"
"7i",,,"116.9","129.8","155.8","16.1","-2.7","14.6","10.3","120.0","1.30","34.2","-8.4","-10.3",0,"4750","19.9"
"7i",,,"23.2","61.1","120.5","5.1","6.8","0.6","4.7","114.7","1.05","5.8","-7.8","-16.0",0,"6991","72.7"
"7i",,,"118.1","131.9","156.5","15.1","-5.9","13.6","1.9","117.3","1.33","32.2","-5.5","-13.4",0,"4378","17.5"
"7i",,,"121.7","135.5","158.3","15.5","-7.0","14.8","-2.7","120.0","1.32","33.6","-7.3","-11.0",0,"4381","13.9"
"7i",,,"70.4","82.4","128.6","14.1","3.7","5.9","16.8","113.8","1.13","22.6","-8.5","-12.5",0,"6502","44.6"
"7i",,,"88.5","107.0","134.4","14.0","-6.2","7.6","-4.6","107.5","1.25","23.2","-7.5","-9.1",0,"3270","10.8"
"7i",,,"83.9","98.9","139.2","11.7","-6.7","6.4","1.3","115.6","1.20","21.8","-9.7","-13.2",0,"5395","27.2"
"7i",,,"76.1","97.0","131.4","12.9","-9.3","5.3","-6.9","116.4","1.13","18.1","-5.5","-10.7",0,"2238","21.3"
"7i",,,"98.7","120.6","148.8","11.4","-11.6","6.9","-16.7","117.3","1.27","19.5","-7.5","-12.0",0,"2794","5.0"
"7i",,,"67.7","92.6","141.3","7.3","-5.2","3.0","2.1","115.6","1.22","12.5","-9.0","-12.2",0,"4934","33.2"
"7i",,,"90.4","106.6","140.8","12.4","-9.1","7.1","-4.3","111.1","1.27","22.1","-10.3","-16.7",0,"3921","22.5"
"7i",,,"112.8","126.9","149.2","16.6","-2.1","13.7","5.3","119.1","1.25","32.7","-6.2","-6.7",0,"4060","12.3"
"7i",,,"119.8","133.4","155.9","16.3","-6.2","15.2","-2.0","115.6","1.35","34.7","-7.8","-11.5",0,"4490","12.5"
"7i",,,"87.3","107.8","133.2","15.1","-7.1","7.5","-7.9","112.0","1.19","22.2","-4.0","-7.7",0,"2232","6.4"
"7i",,,"75.8","96.2","126.5","15.1","-8.9","6.3","-5.1","114.7","1.10","21.0","-5.4","-11.2",0,"2264","26.2"
"7i",,,"56.0","90.5","121.7","13.8","-6.4","3.7","-2.6","120.9","1.01","15.7","-3.0","-7.0",0,"561","53.7"
"7i",,,"96.7","113.8","138.5","15.6","-4.3","9.5","0.8","112.9","1.23","26.3","-6.7","-9.2",0,"3236","16.1"
"7i",,,"106.4","120.5","147.7","15.1","-4.7","11.7","3.1","112.9","1.31","30.3","-8.0","-9.3",0,"4581","17.5"
"7i",,,"87.0","106.1","135.0","14.1","-6.3","7.1","-3.3","113.8","1.19","21.7","-6.0","-9.0",0,"2731","16.4"
"7i",,,"128.7","143.0","162.4","15.5","-5.9","16.1","-5.3","120.9","1.34","34.6","-7.2","-8.9",0,"4159","7.4"
"7i",,,"103.6","119.2","142.5","15.9","-5.0","11.0","-2.1","108.4","1.31","28.7","-4.8","-9.1",0,"3540","11.1"
"7i",,,"80.5","95.2","134.7","13.3","1.1","6.7","13.6","115.6","1.17","22.7","-7.4","-7.6",0,"4876","33.6"
"7i",,,"80.4","94.5","137.4","12.4","-0.4","6.3","12.0","118.2","1.16","21.8","-9.4","-9.8",0,"5311","35.1"
"7i",,,"71.4","100.0","128.3","13.1","-9.9","4.8","-9.5","115.6","1.11","17.1","-5.5","-9.5",0,"1536","12.2"
"7i",,,"115.6","130.1","151.9","15.4","-8.2","13.2","-12.1","113.8","1.34","31.6","-7.1","-10.0",0,"4018","4.3"
"7i",,,"129.7","144.0","163.2","15.2","-9.4","16.0","-18.2","120.0","1.36","34.4","-7.9","-11.0",0,"4098","1.6"
"7i",,,"118.9","132.0","156.7","15.3","-5.6","14.6","-4.1","121.8","1.29","34.1","-8.2","-8.2",0,"4902","8.1"
"7i",,,"134.3","148.0","169.3","14.1","-8.6","16.4","-13.9","124.5","1.36","35.0","-8.8","-10.4",0,"4579","4.8"
"7i",,,"116.7","134.3","157.3","12.5","-9.5","10.4","-19.5","119.1","1.32","25.8","-8.4","-9.2",0,"3482","-2.6"
"7i",,,"132.2","144.5","164.2","18.1","-2.9","20.2","1.9","120.9","1.36","40.1","-6.0","-6.8",0,"4500","7.5"
"7i",,,"127.0","139.0","163.0","16.8","-4.8","18.0","1.6","121.8","1.34","38.3","-7.9","-9.6",0,"5021","12.2"
"7i",,,"139.6","153.6","170.4","16.1","-8.2","19.3","-15.1","124.5","1.37","37.9","-6.1","-9.9",0,"4183","3.1"
"7i",,,"127.0","139.7","163.5","15.3","-4.7","16.3","-0.1","122.7","1.33","35.7","-8.2","-8.4",0,"4880","10.2"
"7i",,,"122.3","136.8","157.4","15.9","-5.3","14.8","-0.1","120.9","1.30","33.3","-6.7","-9.4",0,"3989","13.1"
"7i",,,"124.1","137.7","159.5","16.0","-5.4","16.0","-2.9","123.6","1.29","35.4","-6.7","-8.9",0,"4591","9.1"
"7i",,,"121.1","134.7","157.6","16.1","-6.5","15.4","-1.6","123.6","1.28","34.8","-8.3","-10.6",0,"4572","13.9"
"7i",,,"120.8","133.9","158.2","15.7","-6.4","15.1","-1.3","123.6","1.28","34.6","-7.3","-10.6",0,"4733","13.9"
"7i",,,"133.6","146.2","164.5","17.6","-6.3","19.6","-10.1","122.7","1.34","38.9","-7.5","-8.4",0,"4204","3.3"
"7i",,,"125.9","138.3","163.3","16.4","-4.1","17.2","7.5","127.2","1.28","37.2","-8.3","-10.9",0,"4999","17.7"
"7i",,,"128.0","139.8","164.5","16.9","-5.9","18.3","1.5","124.5","1.32","38.6","-6.5","-9.7",0,"5084","14.8"
"7i",,,"135.8","148.6","169.2","16.8","-7.0","19.8","-4.3","126.3","1.34","39.4","-7.1","-9.9",0,"4681","10.9"
"7i",,,"134.2","146.6","169.0","16.3","-5.9","19.1","-0.2","125.4","1.35","38.8","-7.6","-11.0",0,"4868","12.4"
"7i",,,"129.2","141.6","165.3","16.5","-3.6","18.0","6.5","125.4","1.32","38.0","-8.1","-10.3",0,"4952","14.6"
"7i",,,"135.4","148.7","168.6","16.0","-6.6","18.6","-5.8","126.3","1.34","37.8","-7.0","-9.6",0,"4548","8.4"
"7i",,,"121.9","135.8","158.7","14.8","-8.2","14.2","-7.8","124.5","1.28","32.7","-8.0","-11.2",0,"4395","10.6"
"7i",,,"91.1","103.2","145.6","14.1","2.5","8.6","22.2","126.3","1.15","26.5","-7.4","-10.8",0,"6137","39.8"
"7i",,,"103.6","122.1","146.1","13.9","-10.3","9.3","-12.6","120.9","1.21","24.7","-7.5","-12.6",0,"3111","10.0"
"7i",,,"107.1","126.0","150.6","12.5","-10.2","9.0","-15.1","118.2","1.27","23.8","-7.1","-12.0",0,"3274","5.1"
"7i",,,"71.8","86.5","135.8","11.7","5.5","5.1","19.4","124.5","1.09","19.4","-7.6","-9.7",0,"6263","44.4"
"7i",,,"69.0","96.5","128.7","12.1","-11.5","4.3","-12.4","118.2","1.09","15.8","-6.0","-10.3",0,"1592","4.0"
"7i",,,"83.3","101.1","145.8","9.2","-4.7","5.0","4.2","125.4","1.16","17.6","-9.6","-11.0",0,"5017","29.0"
"7i",,,"132.4","147.0","164.3","15.6","-7.3","16.3","-12.6","126.3","1.30","34.0","-5.9","-7.6",0,"3751","3.1"
"7i",,,"132.9","145.8","166.3","16.3","-6.2","18.3","-4.6","122.7","1.36","37.6","-7.3","-9.9",0,"4530","8.9"
"7i",,,"129.2","143.1","162.3","16.0","-8.5","16.9","-12.8","121.8","1.33","35.8","-7.6","-11.2",0,"4227","5.4"
"7i",,,"119.6","136.3","157.9","13.5","-7.4","11.7","-7.7","122.7","1.29","28.0","-7.4","-10.0",0,"3580","9.3"
"7i",,,"119.3","132.1","159.3","14.9","-4.6","14.1","5.4","121.8","1.31","33.3","-8.8","-11.4",0,"4966","17.8"
"7i",,,"111.3","126.4","150.0","15.2","-5.3","11.7","-0.1","120.9","1.24","28.9","-6.3","-8.9",0,"3589","15.2"
"7i",,,"47.7","78.4","150.3","5.4","2.8","1.4","9.1","129.0","1.17","7.8","-7.4","-9.1",0,"8046","59.9"
"7i",,,"89.3","108.7","136.8","14.7","-5.3","7.7","0.2","120.9","1.13","22.6","-4.7","-8.8",0,"2656","23.3"
"7i",,,"112.9","127.6","151.0","15.8","-2.5","12.7","7.7","127.2","1.19","30.7","-6.0","-7.7",0,"3808","18.2"
"7i",,,"30.2","60.6","130.7","4.0","6.2","0.6","5.9","123.6","1.06","5.1","-8.7","-9.6",0,"6143","53.3"
"7i",,,"130.5","143.1","166.6","16.0","-3.8","17.7","7.1","125.4","1.33","37.4","-7.8","-9.9",0,"4845","15.7"
