"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"7i",,,"121.4","134.8","155.1","16.7","0.6","15.6","5.1","116.4","1.33","34.8","-6.9","-2.6",0,"4114","3.0"
"7i",,,"101.0","119.5","148.9","11.3","-6.9","7.6","-15.6","119.1","1.25","21.8","-4.5","-4.3",0,"3586","-10.0"
"7i",,,"124.2","138.9","158.6","15.1","-3.7","14.3","-8.0","117.3","1.35","32.1","-6.0","-2.3",0,"3842","-2.0"
"7i",,,"112.7","126.1","152.1","14.5","-0.1","12.5","6.1","118.2","1.29","31.1","-5.1","-1.2",0,"4689","7.4"
"7i",,,"110.7","125.4","149.4","14.7","-2.9","11.6","0.7","121.8","1.23","29.2","-6.8","-5.8",0,"3901","8.3"
"7i",,,"135.7","151.0","166.1","16.3","-7.2","16.5","-24.5","123.6","1.34","33.5","-2.9","-2.5",0,"3238","-11.3"
"7i",,,"111.9","123.5","154.4","13.7","-2.9","12.7","-0.8","121.8","1.27","32.5","-7.6","-7.3",0,"6440","4.9"
"7i",,,"136.8","150.3","168.4","16.3","-3.6","18.8","1.5","122.7","1.37","37.5","-4.9","-3.8",0,"4195","8.7"
"7i",,,"83.7","98.8","131.3","13.2","-3.0","7.2","-4.3","124.5","1.05","23.7","-4.5","-2.9",0,"4660","-2.2"
"7i",,,"104.4","117.7","150.7","11.8","-6.7","9.4","-15.5","123.6","1.22","26.5","-3.5","-5.3",0,"5211","-8.0"
"7i",,,"139.1","153.5","169.3","15.7","-2.9","17.9","-4.6","123.6","1.37","35.5","-5.7","-3.4",0,"3786","0.8"
"7i",,,"141.0","152.6","178.7","14.3","-6.2","19.7","-24.0","125.4","1.43","39.5","-4.8","-2.1",0,"5660","-9.7"
"7i",,,"133.4","145.2","169.7","15.5","-1.7","18.7","-6.9","124.5","1.36","38.7","-6.2","-3.0",0,"5378","-4.7"
"7i",,,"132.7","147.1","169.1","12.9","-6.0","14.5","-5.6","127.2","1.33","32.1","-6.5","-4.5",0,"4336","7.7"
"7i",,,"131.9","146.5","164.4","15.5","-4.2","15.9","-15.2","128.1","1.28","33.5","-5.3","-3.2",0,"3698","-8.7"
"7i",,,"138.6","149.5","173.7","17.2","-2.3","22.4","-6.7","129.9","1.34","42.6","-6.3","-5.5",0,"5517","-2.7"
"7i",,,"128.6","141.4","163.0","15.9","-5.2","17.1","-10.7","129.9","1.26","36.6","-5.3","-3.9",0,"4678","-0.8"
"7i",,,"139.7","151.4","173.8","17.4","-0.7","22.5","7.0","129.9","1.34","42.4","-5.6","-3.5",0,"5155","6.5"
"7i",,,"140.6","153.4","176.8","13.4","-7.0","17.6","-22.1","129.0","1.37","36.4","-7.9","-5.1",0,"4973","-6.4"
"7i",,,"56.5","87.2","125.2","10.1","-8.4","2.8","-5.7","124.5","1.01","12.6","-3.0","-3.3",0,"1698","18.7"
"7i",,,"140.2","153.1","174.7","15.1","-4.5","18.9","-22.7","129.0","1.35","37.9","-7.0","-5.2",0,"4676","-13.2"
"7i",,,"113.1","128.1","149.6","15.5","-3.1","12.5","-4.1","120.9","1.24","30.3","-6.3","-5.4",0,"3722","1.0"
"7i",,,"139.9","152.6","173.6","15.6","-5.1","19.9","-11.5","129.0","1.35","39.3","-6.6","-4.8",0,"4905","-0.8"
"7i",,,"138.8","152.8","171.4","14.9","-3.8","18.0","-4.4","131.6","1.30","36.5","-6.4","-5.2",0,"4401","3.3"
"7i",,,"141.8","156.2","173.3","14.7","-5.1","18.2","-13.1","126.3","1.37","36.1","-5.9","-2.7",0,"4147","-2.2"
"7i",,,"135.4","152.1","169.2","14.3","-4.3","14.7","-20.2","129.0","1.31","31.0","-5.1","-2.6",0,"3402","-14.4"
"7i",,,"139.9","154.4","170.2","15.5","-3.2","17.8","-8.0","129.0","1.32","35.3","-5.9","-3.6",0,"3798","-2.1"
"7i",,,"117.6","134.5","166.0","9.1","-3.4","9.2","-11.4","128.1","1.30","24.7","-6.4","-3.1",0,"5063","-8.1"
"7i",,,"94.4","120.8","150.9","11.4","-6.7","5.9","-11.8","123.6","1.22","16.7","-6.5","-4.6",0,"1940","-6.8"
"7i",,,"105.5","128.5","160.3","7.7","-6.9","6.0","-12.7","124.5","1.29","18.0","-7.6","-4.0",0,"3961","-2.5"
"7i",,,"140.8","153.5","173.4","16.0","-2.6","20.5","-3.3","128.1","1.35","39.7","-5.3","-3.5",0,"4758","1.2"
"7i",,,"101.2","120.8","147.2","13.2","-6.4","8.1","-15.2","129.9","1.13","22.0","-3.9","-3.0",0,"2707","-12.4"
"7i",,,"139.4","149.3","176.1","15.7","-1.5","21.4","-3.6","131.6","1.34","41.6","-7.6","-4.5",0,"5933","-1.4"
"7i",,,"144.1","156.2","176.3","17.5","-4.0","23.4","-14.4","130.7","1.35","42.8","-4.9","-5.2",0,"4837","-5.4"
"7i",,,"139.7","151.0","177.1","16.5","-3.6","21.3","-26.7","130.7","1.35","41.5","-5.3","-3.9",0,"5326","-18.7"
"7i",,,"147.7","160.9","177.8","15.9","-5.4","21.4","-6.5","129.0","1.38","39.6","-5.9","-6.3",0,"4307","5.0"
