"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"7i",,,"101.3","125.5","165.3","7.2","-1.8","5.1","9.5","127.2","1.30","15.7","-3.8","-5.3",0,"3903","25.4"
"7i",,,"70.0","95.9","121.4","16.0","-4.0","5.8","-1.3","120.0","1.01","20.2","-0.9","-4.4",0,"1267","19.1"
"7i",,,"130.3","141.3","165.2","19.3","-0.1","21.3","18.5","127.2","1.30","42.1","-5.2","-8.8",0,"4888","18.8"
"7i",,,"112.6","126.6","154.7","14.0","-4.0","11.7","7.2","129.0","1.20","29.4","-4.3","-7.1",0,"4398","21.3"
"7i",,,"145.3","158.3","172.7","17.7","-5.5","21.8","-10.9","122.7","1.41","39.6","-3.5","-6.2",0,"3791","1.2"
"7i",,,"56.9","95.4","156.1","3.9","-5.4","1.2","-2.3","123.6","1.26","5.6","-5.2","-4.7",0,"2761","20.8"
"7i",,,"129.0","139.8","161.0","22.3","-0.6","24.6","8.9","123.6","1.30","45.6","-2.1","-5.0",0,"4616","9.3"
"7i",,,"136.6","148.6","166.7","19.2","-3.5","22.4","1.4","129.0","1.29","41.9","-3.6","-6.6",0,"4245","8.2"
"7i",,,"112.0","131.3","151.5","15.9","-8.2","11.0","-24.6","124.5","1.22","26.4","-1.6","-3.9",0,"2512","-21.1"
"7i",,,"139.1","151.9","168.4","18.0","-4.4","21.3","-9.1","125.4","1.34","40.1","-5.0","-4.8",0,"4091","-0.1"
"7i",,,"146.7","158.7","175.7","19.4","-5.8","25.9","-18.6","128.1","1.37","44.5","-2.1","-5.2",0,"4285","-4.8"
"7i",,,"125.0","142.3","156.2","18.0","-8.2","15.3","-25.4","126.3","1.24","32.3","0.4","-5.9",0,"2758","-14.3"
"7i",,,"141.3","154.7","167.4","19.7","-3.2","22.5","-1.7","129.0","1.30","40.5","-1.3","-6.0",0,"3504","4.8"
"7i",,,"131.9","142.1","166.6","19.0","-2.2","22.2","6.6","128.1","1.30","43.0","-3.5","-5.9",0,"5197","10.3"
"7i",,,"145.7","157.5","175.4","19.4","-2.5","25.7","6.2","128.1","1.37","44.5","-3.0","-5.9",0,"4380","9.7"
"7i",,,"148.3","160.3","176.7","19.0","-4.3","25.7","-4.0","127.2","1.39","43.9","-2.8","-5.7",0,"4229","4.7"
"7i",,,"147.9","159.9","176.3","20.1","-4.2","27.2","-7.4","130.7","1.35","45.4","-2.9","-4.8",0,"4247","1.5"
"7i",,,"146.6","157.7","178.5","21.0","-3.8","29.4","-1.6","130.7","1.37","48.0","-2.2","-6.6",0,"4816","5.3"
