"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"7i",,,"113.9","127.8","150.9","15.5","-3.6","13.2","-0.3","111.1","1.36","32.0","-8.3","-8.0",0,"4245","8.1"
"7i",,,"108.9","123.5","145.1","17.1","-2.4","12.8","3.8","118.2","1.23","31.2","-4.7","-5.2",0,"3528","12.4"
"7i",,,"100.5","115.5","146.3","12.6","-5.8","9.0","-2.2","120.0","1.22","25.6","-7.8","-6.7",0,"4582","12.8"
"7i",,,"103.6","122.7","145.8","14.2","-3.6","9.3","-0.6","117.3","1.24","24.6","-5.1","-5.6",0,"2975","10.1"
"7i",,,"107.4","122.4","145.7","16.1","-1.7","12.1","6.5","118.2","1.23","30.4","-5.8","-5.6",0,"3846","14.7"
"7i",,,"127.8","141.8","159.7","16.5","-3.6","16.1","-1.8","120.9","1.32","34.2","-5.4","-5.8",0,"3681","6.0"
"7i",,,"111.0","126.1","151.0","14.1","-4.7","11.3","-0.5","119.1","1.27","28.6","-7.8","-8.7",0,"3996","11.8"
"7i",,,"125.0","138.9","159.2","16.2","-2.9","16.2","1.7","119.1","1.34","35.4","-7.3","-5.6",0,"4348","8.0"
"7i",,,"25.4","60.3","117.3","3.5","-8.2","0.4","-4.5","115.6","1.02","4.4","-4.0","-10.2",0,"8096","-33.9"
"7i",,,"76.0","95.0","124.0","15.1","-3.6","6.6","1.1","112.9","1.10","22.5","-4.1","-6.0",0,"3091","18.6"
"7i",,,"118.9","131.0","154.9","17.5","-1.3","16.7","5.2","119.1","1.30","37.4","-6.2","-6.1",0,"4966","8.2"
"7i",,,"129.6","142.2","164.2","16.2","-5.2","17.8","-3.4","122.7","1.34","37.5","-7.4","-8.6",0,"4780","7.6"
"7i",,,"121.4","133.9","158.2","16.4","-4.8","16.2","-0.7","117.3","1.35","36.3","-7.5","-9.2",0,"4975","10.0"
"7i",,,"121.1","131.7","157.2","18.6","-1.6","18.7","7.2","120.9","1.30","40.1","-6.2","-6.6",0,"5292","11.1"
"7i",,,"127.1","139.8","162.9","15.7","-4.9","16.8","-4.5","120.9","1.35","36.5","-5.9","-6.6",0,"4914","5.5"
"7i",,,"120.2","133.3","160.0","14.3","-3.4","14.2","3.2","120.0","1.33","33.4","-8.9","-8.4",0,"5147","11.3"
"7i",,,"119.6","130.8","157.3","17.2","-2.6","16.8","7.0","121.8","1.29","37.7","-7.5","-7.5",0,"5349","13.9"
"7i",,,"115.1","128.8","152.4","15.6","-3.4","13.7","0.7","119.1","1.28","32.8","-7.0","-5.3",0,"4497","8.8"
"7i",,,"124.0","136.7","161.0","15.2","-2.5","15.4","5.1","118.2","1.36","34.6","-10.6","-7.1",0,"4776","11.2"
"7i",,,"106.0","120.4","155.2","11.0","-0.9","8.9","9.4","120.9","1.28","25.3","-7.3","-5.1",0,"5220","16.7"
"7i",,,"115.0","128.3","157.4","12.7","-3.8","11.6","0.7","117.3","1.34","29.5","-10.5","-8.3",0,"4991","9.8"
"7i",,,"76.1","98.9","141.1","8.4","-3.5","4.1","3.9","112.9","1.25","15.6","-10.5","-9.2",0,"4984","25.8"
"7i",,,"71.3","85.3","130.3","12.9","6.3","5.5","19.2","117.3","1.11","21.1","-8.3","-6.2",0,"5858","40.5"
"7i",,,"107.9","121.5","152.7","12.4","-3.8","10.1","1.8","118.2","1.29","27.3","-8.6","-7.2",0,"4930","12.5"
"7i",,,"79.5","100.6","134.1","12.8","-6.2","5.5","-3.9","120.0","1.12","18.1","-8.9","-7.4",0,"2158","16.4"
"7i",,,"115.8","127.8","157.8","13.9","-2.7","13.2","5.7","121.8","1.30","32.6","-8.5","-7.1",0,"5735","13.2"
"7i",,,"123.7","136.7","160.6","15.0","-4.3","15.2","-1.5","119.1","1.35","34.4","-8.1","-7.8",0,"4794","7.8"
"7i",,,"122.3","134.7","160.4","15.9","-3.7","16.0","5.2","122.7","1.31","36.0","-9.3","-10.2",0,"5102","14.3"
"7i",,,"126.6","139.0","163.3","16.0","-4.2","17.3","0.8","121.8","1.34","37.3","-8.0","-9.3",0,"5123","9.7"
"7i",,,"129.5","142.2","164.4","15.8","-4.6","17.4","-3.5","120.9","1.36","37.0","-7.4","-7.6",0,"4803","5.8"
"7i",,,"101.6","114.7","148.8","12.8","-0.5","9.6","10.5","119.1","1.25","27.3","-7.2","-4.8",0,"5452","18.3"
"7i",,,"123.1","134.5","160.2","16.6","-3.8","17.2","1.4","120.9","1.32","37.8","-7.6","-8.8",0,"5334","9.7"
"7i",,,"113.1","127.4","148.6","16.5","-4.7","13.6","-6.0","118.2","1.26","32.5","-4.7","-5.1",0,"3956","2.9"
"7i",,,"115.9","130.2","151.5","16.5","-3.3","13.8","3.1","125.4","1.21","32.2","-1.0","-1.0",5,"3778","12.5"
"7i",,,"107.8","125.2","148.1","14.0","-8.0","10.2","-12.3","122.7","1.21","26.2","-6.4","-8.1",0,"3365","2.6"
"7i",,,"132.1","144.7","164.2","17.8","-2.5","19.8","1.8","125.4","1.31","39.6","-4.7","-5.4",0,"4500","6.4"
