"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"7i",,,"58.5","88.9","142.3","7.7","-4.3","2.3","-8.6","120.9","1.18","10.0","-6.3","4.3",0,"2564","-43.5"
"7i",,,"103.0","127.5","173.3","6.5","-8.8","5.0","-30.8","121.8","1.42","15.6","-8.0","2.0",0,"4530","-34.4"
"7i",,,"9.3","90.2","146.6","0.9","2.7","0.0","0.6","124.5","1.18","0.9","-5.5","4.8",0,"1407","6.4"
"7i",,,"92.3","120.8","161.1","6.3","-0.1","3.8","-4.3","125.4","1.28","12.4","-6.7","6.7",0,"3330","-14.9"
"7i",,,"58.1","68.6","105.3","17.0","1.3","5.8","0.3","132.5","0.79","25.5","-3.0","3.8",0,"8181","-8.0"
"7i",,,"112.8","130.7","170.3","9.5","-6.1","7.5","-28.3","120.0","1.42","20.2","-5.9","6.9",0,"3755","-33.2"
"7i",,,"49.3","74.5","135.3","9.0","-4.7","2.2","-9.1","114.7","1.18","11.2","-2.1","9.1",0,"3344","-66.9"
"7i",,,"50.2","94.9","132.9","8.5","0.7","2.0","-0.9","118.7","1.12","9.9","-6.9","5.1",0,"1234","-36.5"
"7i",,,"98.7","122.0","137.8","18.3","-9.0","10.1","-14.3","112.9","1.22","25.5","-3.8","-9.0",0,"1430","0.2"
"7i",,,"69.0","88.7","113.9","20.3","-1.0","7.4","4.0","116.4","0.98","25.3","-1.4","-9.0",0,"1115","31.2"
"7i",,,"38.1","70.1","102.4","13.7","-6.7","2.5","-6.1","114.7","0.89","15.3","0.3","-5.9",0,"817","-69.9"
"7i",,,"88.6","109.2","135.2","14.7","-4.4","7.3","-6.9","119.1","1.13","21.5","-3.2","-3.6",0,"2192","-4.0"
"7i",,,"112.5","128.2","151.1","14.9","-5.4","11.5","-1.2","126.3","1.20","28.3","-4.8","-9.2",0,"3405","13.8"
"7i",,,"105.9","124.4","147.3","13.8","-3.1","9.6","-2.9","119.1","1.24","25.1","-5.4","-4.6",0,"3192","3.1"
"7i",,,"119.4","129.9","157.9","16.3","-3.3","16.3","3.6","123.6","1.28","37.1","-4.3","-7.1",0,"5726","11.2"
"7i",,,"126.3","140.5","160.9","15.3","-5.0","15.4","-3.0","120.0","1.34","34.0","-5.4","-8.9",0,"4195","8.0"
"7i",,,"71.1","95.0","138.2","9.9","-6.7","3.9","-15.8","112.9","1.22","15.1","-5.8","3.0",0,"3583","-38.5"
"7i",,,"62.2","100.1","165.2","4.8","-10.7","1.7","-18.9","115.6","1.43","7.5","-5.3","5.8",0,"4363","-52.8"
"7i",,,"142.5","157.5","186.2","9.2","2.6","12.8","-8.2","132.5","1.40","29.0","-6.1","7.6",0,"4768","-16.5"
"7i",,,"70.3","80.1","109.6","23.0","-1.9","10.2","0.8","131.6","0.83","34.8","-4.4","4.1",0,"5401","7.5"
"7i",,,"38.2","82.0","134.4","6.9","-5.3","1.2","-1.0","129.0","1.04","7.8","-7.0","-1.6",0,"1528","62.8"
"7i",,,"43.4","62.2","104.0","10.2","-0.9","2.4","-1.0","133.4","0.78","14.1","2.7","1.7",0,"5907","-7.6"
"7i",,,"36.8","102.5","153.1","4.0","1.5","0.7","2.0","133.4","1.15","4.5","-5.0","1.8",0,"1056","25.0"
"7i",,,"137.5","153.1","177.9","10.2","0.4","13.2","-3.5","130.7","1.36","29.9","-6.8","4.0",0,"4752","-6.5"
"7i",,,"121.4","136.1","166.4","11.3","2.3","10.9","-8.7","129.9","1.28","27.0","-4.9","6.3",0,"4476","-20.6"
"7i",,,"119.1","141.3","174.7","8.5","-3.9","7.8","-24.4","129.0","1.35","20.8","-4.6","4.5",0,"4101","-27.8"
"7i",,,"74.1","101.5","123.9","16.1","-7.8","6.2","-7.5","116.4","1.06","20.6","-4.7","-9.3",0,"1245","10.9"
"7i",,,"131.8","146.1","164.4","15.6","-4.4","17.0","-9.1","120.0","1.37","35.6","-3.9","-3.4",0,"4172","-0.8"
"7i",,,"44.0","62.6","103.5","13.7","-5.0","3.1","-7.8","115.6","0.90","17.3","-2.1","-6.9",0,"3806","-49.9"
"7i",,,"95.2","114.5","144.4","10.9","-7.6","7.0","-11.8","113.8","1.27","21.4","-3.6","-4.6",0,"4040","-0.9"
"7i",,,"110.6","124.3","153.7","12.6","-1.8","10.7","3.3","120.0","1.28","28.1","-4.7","-2.2",0,"4842","8.4"
"7i",,,"13.0","24.4","53.3","15.1","4.7","0.9","1.2","129.9","0.41","16.3","0.1","0.3",0,"7537","-1.0"
"7i",,,"102.1","125.8","170.9","8.6","-4.2","5.6","-22.8","128.7","1.33","16.2","-6.8","5.8",0,"3503","-40.8"
"7i",,,"64.1","102.3","181.6","3.3","-10.8","1.3","-20.2","126.8","1.43","5.8","-5.8","4.4",0,"5348","-54.0"
