"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"7i",,,"114.4","123.7","151.9","18.3","-0.4","17.2","5.6","126.3","1.20","39.1","-5.4","-2.5",0,"5995","6.5"
"7i",,,"110.7","120.0","152.6","15.0","-1.4","13.7","4.0","127.2","1.20","34.5","-12.7","-5.9",0,"6823","7.5"
"7i",,,"131.6","141.0","170.6","15.3","-4.8","19.2","-6.1","128.1","1.33","40.0","-9.1","-6.7",0,"6606","3.3"
"7i",,,"102.2","116.7","140.2","16.8","-3.3","11.5","1.1","126.3","1.11","29.8","-4.5","-5.8",0,"3551","11.2"
"7i",,,"129.9","138.8","166.7","18.3","-2.3","21.9","-0.2","129.9","1.28","43.3","-7.3","-5.2",0,"6280","3.3"
"7i",,,"124.4","132.9","165.9","16.8","-2.4","19.2","7.3","131.6","1.26","41.1","-9.2","-7.8",0,"7801","11.9"
"7i",,,"128.1","136.1","168.1","18.1","-2.2","21.8","5.2","129.0","1.30","43.7","-8.2","-4.7",0,"7523","8.6"
"7i",,,"115.8","129.1","149.8","17.7","-3.6","15.5","-5.0","128.1","1.17","35.4","-3.5","-2.9",0,"4182","1.1"
"7i",,,"103.2","111.1","141.2","22.3","5.0","17.9","19.9","127.2","1.11","42.0","-10.4","-4.0",0,"6509","15.1"
"7i",,,"110.4","121.1","149.1","17.9","-0.7","15.3","10.9","127.2","1.17","36.7","-5.6","-6.3",0,"5397","16.1"
"7i",,,"133.0","142.6","173.7","14.4","-3.6","18.9","-2.9","131.6","1.32","39.7","-9.1","-5.2",0,"7038","3.6"
"7i",,,"127.1","135.4","167.0","17.5","-2.8","20.6","5.6","129.0","1.30","42.3","-6.9","-7.1",0,"7159","10.7"
"7i",,,"107.3","119.6","147.2","16.2","-2.2","13.2","4.3","126.3","1.17","33.4","-6.2","-5.7",0,"5204","11.3"
"7i",,,"118.6","128.7","157.5","15.9","-2.8","15.9","1.0","129.0","1.22","36.8","-6.7","-6.6",0,"6055","6.6"
"7i",,,"129.2","138.4","167.6","16.7","-2.6","20.2","-3.0","129.0","1.30","41.5","-7.3","-5.7",0,"6665","1.2"
"7i",,,"124.6","132.4","164.2","18.7","-2.5","21.3","3.9","129.0","1.27","43.5","-8.0","-7.1",0,"7503","8.4"
"7i",,,"116.8","125.5","155.1","18.8","-1.3","18.7","6.8","125.4","1.24","41.0","-6.7","-7.9",0,"6615","9.8"
"7i",,,"118.0","126.7","159.0","16.3","-2.8","16.7","5.7","125.4","1.27","38.3","-9.1","-8.3",0,"7078","12.3"
"7i",,,"88.7","102.1","137.9","13.5","1.4","8.2","12.6","125.4","1.10","25.9","-9.1","-5.6",0,"5845","21.4"
"7i",,,"110.3","119.7","150.4","17.0","-2.3","15.1","5.1","123.6","1.22","36.8","-8.9","-5.7",0,"6510","11.4"
"7i",,,"105.2","121.8","147.6","13.1","-6.4","9.4","-8.9","125.4","1.18","25.3","-8.7","-6.5",0,"3657","3.0"
"7i",,,"133.4","143.5","171.5","14.9","-4.7","18.9","-10.4","128.1","1.34","39.3","-7.5","-5.9",0,"6138","-1.2"
"7i",,,"113.9","123.2","156.8","15.0","-3.1","14.4","4.6","123.6","1.27","35.4","-9.6","-6.9",0,"7213","12.5"
"7i",,,"129.4","138.8","168.7","14.8","-3.9","18.1","-8.0","129.9","1.30","38.8","-7.5","-6.1",0,"6563","-0.9"
"7i",,,"121.1","130.7","160.6","16.0","-1.4","16.9","7.4","125.4","1.28","38.0","-9.8","-5.6",0,"6390","10.5"
"7i",,,"116.6","130.2","154.3","14.9","-4.9","13.6","-4.9","126.3","1.22","32.5","-7.7","-5.0",0,"4613","5.1"
"7i",,,"97.4","106.3","142.8","15.4","-1.1","11.2","9.3","125.4","1.14","31.8","-10.4","-7.8",0,"7468","18.1"
"7i",,,"88.4","122.5","138.5","16.2","-7.8","7.3","-8.6","125.4","1.10","20.2","-1.7","-8.0",0,"729","14.6"
"7i",,,"107.8","122.5","157.8","9.9","-3.5","8.9","1.7","130.7","1.21","25.4","-9.9","-7.1",0,"6145","10.8"
"7i",,,"113.4","123.2","153.9","16.1","-1.9","14.9","7.7","129.0","1.19","35.9","-9.8","-9.2",0,"6237","13.6"
"7i",,,"80.1","115.9","155.0","4.7","-4.1","2.7","0.2","128.1","1.21","10.7","-9.5","-5.5",0,"4709","15.6"
"7i",,,"121.8","132.4","160.3","16.6","-5.2","17.0","2.1","129.9","1.23","37.9","-6.8","-8.8",0,"5711","13.9"
"7i",,,"111.8","120.5","150.6","18.9","1.2","17.3","12.7","128.1","1.18","39.8","-9.0","-6.7",0,"6597","12.2"
"7i",,,"120.6","130.3","159.4","15.9","-3.3","16.6","-1.6","132.5","1.20","37.6","-7.6","-7.0",0,"6235","4.5"
"7i",,,"119.7","129.9","158.4","15.8","-4.7","16.0","-1.8","129.9","1.22","36.7","-7.8","-8.9",0,"5850","8.0"
"7i",,,"103.3","113.7","144.6","16.6","-1.3","12.8","8.9","126.3","1.15","33.6","-8.9","-8.2",0,"5750","16.6"
"7i",,,"127.2","135.9","167.5","16.3","-5.6","19.5","-5.3","129.0","1.30","41.0","-8.7","-10.6",0,"7314","5.8"
"7i",,,"126.6","137.1","168.3","14.0","-4.1","16.7","-0.7","129.0","1.30","37.4","-8.6","-6.8",0,"7014","7.3"
"7i",,,"68.4","82.9","114.7","16.1","-16.2","6.7","-18.3","126.3","0.91","25.5","-1.0","-1.0",5,"4994","-0.2"
"7i",,,"90.2","99.4","136.7","15.3","5.0","9.8","18.3","127.2","1.08","29.8","-9.7","-8.4",0,"7008","20.0"
"7i",,,"124.0","132.4","162.2","18.7","-4.8","20.9","-3.5","126.3","1.28","42.9","-7.4","-9.7",0,"6845","5.8"
"7i",,,"105.5","117.1","146.5","16.5","-4.7","13.0","3.2","124.5","1.18","33.5","-6.7","-9.9",0,"5418","17.2"
"7i",,,"125.8","134.7","163.6","17.5","-5.9","19.9","-5.6","127.2","1.29","41.4","-8.1","-8.8",0,"6416","6.3"
"7i",,,"111.1","124.2","151.5","15.1","-5.4","12.8","-0.4","124.5","1.22","32.1","-6.8","-8.9",0,"4990","13.1"
"7i",,,"114.6","123.7","153.9","18.1","-2.1","16.9","9.8","129.0","1.19","38.9","-6.3","-8.6",0,"6242","16.7"
"7i",,,"114.5","126.4","154.2","15.1","-7.8","13.9","-8.9","120.9","1.28","33.9","-9.0","-9.4",0,"5459","7.2"
"7i",,,"131.9","139.7","172.6","18.3","-4.0","23.1","7.0","131.6","1.31","44.7","-8.5","-9.2",0,"7391","14.0"
