"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"sw",,,"52.9","58.6","91.0","27.7","-2.4","8.9","-1.9","84.3","1.08","37.1","-3.5","-2.9",0,"7509","-2.1"
"sw",,,"61.0","66.6","99.3","27.0","-1.4","10.4","-0.8","94.1","1.06","38.2","-5.7","-2.5",0,"7635","-0.4"
"sw",,,"49.7","58.5","88.2","28.1","-9.6","8.0","-12.0","84.3","1.05","35.6","1.6","-3.7",0,"3704","-32.5"
"sw",,,"44.6","53.5","86.8","21.6","-3.9","5.3","-2.6","82.5","1.05","28.2","-9.0","-2.3",0,"6137","-0.8"
"sw",,,"55.9","62.1","94.8","25.9","-2.6","8.8","-2.5","86.1","1.10","35.7","-5.4","-1.0",0,"7296","-3.2"
"sw",,,"60.0","68.6","97.3","27.6","-7.4","10.2","-7.9","93.2","1.04","37.8","-3.2","-5.1",0,"4671","-3.7"
"sw",,,"58.5","64.7","98.0","24.7","-2.6","8.8","-1.3","93.2","1.05","35.0","-7.9","-3.4",0,"7694","3.1"
"sw",,,"60.6","66.6","98.6","27.6","-3.0","10.5","-3.8","93.2","1.06","38.7","-4.6","-1.3",0,"7324","-5.7"
"sw",,,"56.3","62.9","95.0","26.1","-5.6","8.9","-5.7","87.0","1.09","35.9","-5.3","-4.0",0,"6612","-4.8"
"sw",,,"53.8","59.7","92.6","26.2","-1.7","8.5","-1.2","87.0","1.07","35.6","-4.4","-1.5",0,"7605","-1.2"
"sw",,,"56.5","62.6","95.2","26.4","-2.3","9.1","-1.4","90.5","1.05","36.4","-6.3","-3.4",0,"7457","0.7"
"sw",,,"59.6","66.5","99.0","24.8","-3.7","9.1","-3.5","90.5","1.09","35.2","-6.6","-2.2",0,"7058","-1.8"
"sw",,,"55.8","63.5","94.0","26.5","-6.5","8.9","-6.3","87.0","1.08","35.9","-7.1","-6.4",0,"4933","-3.6"
"sw",,,"51.7","66.5","100.9","15.5","-4.5","4.5","-3.4","87.0","1.16","21.8","-12.5","-0.5",0,"5305","0.2"
"sw",,,"47.8","54.7","90.3","21.4","-3.2","5.8","-2.2","88.7","1.02","28.9","-13.8","-0.6",0,"7800","-0.4"
"sw",,,"59.2","65.1","97.6","26.7","-2.6","9.8","-1.5","93.2","1.05","37.4","-7.7","-4.9",0,"7456","1.7"
"sw",,,"57.4","65.5","95.3","27.2","-6.5","9.5","-7.2","88.7","1.07","37.0","-6.2","-5.7",0,"5156","-7.1"
"sw",,,"46.5","52.9","85.1","26.5","-0.8","7.1","0.3","84.3","1.01","34.3","-10.3","-5.6",0,"6821","3.1"
"sw",,,"52.4","58.9","90.7","26.9","-2.7","8.4","-1.9","87.8","1.03","35.9","-7.2","-1.9",0,"6590","-0.1"
"sw",,,"57.0","63.1","95.9","26.0","-1.8","9.0","-0.9","90.5","1.06","36.1","-9.1","-3.7",0,"7321","0.8"
"sw",,,"47.9","54.3","87.5","24.9","-4.9","6.9","-3.0","87.0","1.01","32.9","-10.3","-6.8",0,"7444","3.5"
"sw",,,"65.9","71.5","103.9","27.4","-3.0","11.7","-2.1","96.8","1.07","39.8","-6.2","-4.5",0,"7632","2.0"
"sw",,,"65.4","74.3","99.7","34.9","-2.9","14.9","-2.3","96.8","1.03","45.4","-3.3","-3.4",0,"2978","0.6"
"sw",,,"67.8","74.7","105.7","26.5","-3.7","11.6","-5.0","97.7","1.08","38.8","-3.4","-2.3",0,"6212","-5.1"
"sw",,,"56.9","62.5","95.6","26.5","-2.0","9.3","-1.5","91.4","1.05","36.7","-6.6","-3.5",0,"7813","-0.8"
"sw",,,"54.4","60.5","91.8","29.1","-2.6","9.7","-1.5","91.4","1.00","38.8","-5.9","-3.6",0,"6651","1.4"
"sw",,,"61.6","72.3","100.5","26.5","-9.8","9.6","-16.1","96.8","1.04","35.6","0.7","-3.5",0,"3568","-31.8"
"sw",,,"54.7","62.0","91.5","29.9","-2.0","10.1","-1.2","86.1","1.06","39.5","-3.9","-4.4",0,"5398","0.5"
"sw",,,"63.4","68.4","101.4","27.8","0.5","11.3","1.8","102.1","0.99","39.7","-8.2","-2.5",0,"8124","1.8"
"7i",,,"82.6","100.3","124.4","18.2","1.2","8.6","6.7","115.6","1.08","26.0","-3.4","-2.6",0,"2278","14.6"
"7i",,,"88.5","107.4","131.8","16.1","-1.1","8.5","4.9","114.7","1.15","25.0","-3.4","-4.9",0,"2820","16.3"
"7i",,,"108.5","117.5","148.6","18.4","5.6","15.8","24.0","116.4","1.28","38.1","-7.0","-5.7",0,"6363","17.9"
"7i",,,"109.9","119.1","150.4","17.8","1.2","15.4","17.5","116.4","1.29","37.3","-6.4","-7.2",0,"6150","20.2"
"7i",,,"109.9","120.8","149.6","16.9","1.8","14.5","14.8","119.1","1.26","35.5","-5.1","-3.4",0,"5654","14.6"
"7i",,,"96.5","111.1","140.4","14.8","-1.3","10.0","7.0","116.4","1.21","28.5","-6.0","-5.7",0,"4891","15.8"
"7i",,,"98.1","114.1","141.1","14.8","-2.4","9.5","5.2","118.2","1.19","26.5","-5.0","-5.7",0,"3713","17.2"
"7i",,,"109.7","120.2","151.6","16.2","-0.2","13.9","14.7","122.7","1.24","34.6","-7.3","-7.5",0,"5915","20.5"
"7i",,,"100.1","111.6","148.8","13.3","1.8","10.1","16.9","119.1","1.25","29.0","-6.6","-5.5",0,"6921","22.2"
"7i",,,"112.8","121.0","154.7","17.9","1.9","16.5","20.3","120.9","1.28","38.8","-6.2","-6.4",0,"7120","20.7"
"7i",,,"117.8","127.3","157.3","16.4","-3.0","16.1","6.0","119.1","1.32","37.2","-8.5","-8.8",0,"6095","13.6"
"7i",,,"110.6","120.0","153.0","15.9","-0.6","14.2","12.8","123.6","1.24","35.2","-8.3","-4.9",0,"6601","18.0"
"7i",,,"124.1","131.6","164.2","20.1","-1.6","22.5","12.8","128.1","1.28","44.9","-4.3","-8.6",0,"7342","15.9"
"7i",,,"90.3","101.7","131.1","20.1","9.0","12.3","26.2","117.3","1.12","34.7","-7.4","-8.1",0,"4974","24.8"
"7i",,,"127.3","141.1","163.6","14.3","-6.5","15.1","-8.0","120.0","1.36","33.7","-6.4","-8.5",0,"4608","5.7"
"7i",,,"111.2","124.8","151.3","14.4","-5.8","12.0","-2.5","119.1","1.27","30.3","-7.0","-9.4",0,"4555","11.5"
"7i",,,"118.1","130.5","160.3","13.1","-5.3","13.2","-3.6","120.9","1.33","32.6","-7.8","-8.0",0,"6021","7.5"
"7i",,,"117.9","130.7","157.4","15.3","-3.8","14.4","4.4","120.9","1.30","34.1","-6.8","-8.2",0,"5119","14.3"
"7i",,,"109.2","118.3","152.3","16.8","-1.8","14.5","13.5","122.7","1.24","36.0","-6.8","-8.3",0,"6798","22.9"
"7i",,,"113.5","124.6","151.5","18.0","-1.8","16.0","8.9","120.9","1.25","37.3","-4.9","-7.0",0,"5234","15.6"
"7i",,,"134.1","143.3","171.4","18.0","-4.0","22.7","3.2","125.4","1.37","43.6","-5.8","-8.6",0,"6167","10.6"
"7i",,,"123.0","133.5","160.1","17.9","-2.3","18.4","9.6","121.8","1.31","39.6","-6.1","-8.5",0,"5405","15.4"
"7i",,,"122.3","133.1","159.8","17.8","-3.4","18.2","7.1","125.4","1.27","39.5","-5.4","-9.4",0,"5522","15.4"
"7i",,,"118.2","131.3","156.9","15.3","-6.7","14.5","-3.6","122.7","1.28","34.1","-5.9","-9.9",0,"5008","11.5"
"7i",,,"129.8","141.3","167.6","14.8","-4.1","17.3","-1.8","120.9","1.39","37.3","-6.9","-6.9",0,"5597","6.2"
"7i",,,"127.0","137.6","164.4","17.1","-3.8","18.9","5.6","126.3","1.30","39.8","-5.7","-8.8",0,"5648","13.7"
"7i",,,"126.3","134.4","167.4","18.2","0.1","21.0","17.3","126.3","1.33","43.0","-6.5","-6.5",0,"7351","16.7"
"7i",,,"127.0","137.1","164.8","17.0","-3.3","18.9","6.5","123.6","1.33","39.9","-5.9","-8.9",0,"5827","13.6"
"7i",,,"106.1","117.7","146.6","16.4","-4.7","13.2","1.3","121.8","1.20","33.8","-5.3","-9.1",0,"5522","13.7"
"7i",,,"104.3","114.2","150.8","14.7","-2.2","11.9","11.3","124.5","1.21","32.1","-11.0","-7.5",0,"7119","22.7"
"7i",,,"118.4","129.5","159.1","15.0","-5.6","14.5","2.2","122.7","1.30","34.5","-6.8","-11.3",0,"5571","16.1"
"7i",,,"107.8","119.2","153.4","13.4","-5.4","11.7","1.2","120.0","1.28","31.2","-8.1","-9.8",0,"6874","15.2"
"7i",,,"120.0","129.6","160.3","15.8","-2.9","16.3","6.3","122.7","1.31","37.3","-5.9","-8.6",0,"6400","13.3"
"7i",,,"121.0","128.7","162.8","18.8","-1.2","19.8","17.9","127.2","1.28","42.3","-5.3","-9.4",0,"7339","22.1"
"7i",,,"125.4","136.3","162.9","16.9","-5.7","18.1","0.8","127.2","1.28","38.9","-5.4","-10.5",0,"5537","13.5"
"7i",,,"112.4","126.4","149.3","16.5","-6.7","13.5","-2.3","127.2","1.17","32.4","-4.9","-10.7",0,"4041","14.7"
"7i",,,"80.0","113.5","134.4","15.0","-8.1","6.0","-11.7","119.1","1.13","18.4","-0.9","-6.9",0,"703","-10.5"
"7i",,,"98.3","113.1","140.1","15.5","-5.5","10.6","-1.3","106.6","1.31","29.5","-6.1","-8.9",0,"4674","13.4"
"7i",,,"111.0","119.2","153.2","17.9","-1.7","16.1","13.7","128.1","1.20","38.4","-6.6","-10.3",0,"7158","21.8"
"7i",,,"128.2","139.8","162.2","18.4","-2.3","19.8","6.5","124.5","1.30","40.4","-3.2","-6.1",0,"4832","11.3"
"7i",,,"107.9","119.8","148.2","16.7","-2.3","13.5","8.5","118.2","1.25","33.8","-6.2","-8.6",0,"5082","18.2"
"7i",,,"102.9","112.7","143.8","17.0","-3.0","13.2","4.6","120.0","1.20","34.5","-5.9","-6.4",0,"6093","14.5"
"7i",,,"138.0","151.4","171.4","14.8","-6.3","18.0","-16.6","124.5","1.38","36.7","-6.0","-5.0",0,"4548","-3.1"
"7i",,,"53.0","68.7","126.9","11.9","-8.2","3.5","1.3","120.9","1.05","17.4","-1.0","-8.1",0,"13199","61.0"
"7i",,,"107.2","117.3","152.6","14.3","-3.8","12.2","7.3","127.2","1.20","32.2","-6.9","-8.4",0,"6848","20.1"
"7i",,,"74.7","94.6","123.4","16.1","-4.0","6.6","1.5","119.3","1.03","22.4","-5.6","-8.1",0,"2365","26.4"
"7i",,,"127.0","136.1","167.6","16.8","-3.3","19.4","10.4","128.1","1.31","40.9","-6.0","-10.1",0,"6794","17.3"
"7i",,,"124.7","133.6","163.1","17.6","-1.6","19.5","8.5","121.8","1.34","41.2","-6.3","-6.8",0,"6443","11.6"
"7i",,,"82.9","101.8","127.8","15.4","-6.4","7.6","-5.2","122.7","1.04","23.8","-4.2","-8.6",0,"3016","9.7"
"7i",,,"119.1","128.7","159.1","15.7","-2.5","15.9","6.0","126.3","1.26","36.8","-5.9","-6.1",0,"6253","12.0"
"7i",,,"126.9","137.0","164.8","16.8","-1.6","18.8","9.8","123.6","1.33","39.8","-6.9","-7.5",0,"5888","12.9"
"7i",,,"123.9","134.1","162.1","16.8","-3.5","17.9","5.5","122.7","1.32","38.9","-5.6","-9.4",0,"5843","13.2"
"7i",,,"121.6","131.0","160.6","16.9","-4.4","17.6","4.8","125.4","1.28","39.0","-6.5","-8.9",0,"6143","15.0"
"7i",,,"129.5","139.1","167.1","17.2","-3.2","20.2","5.0","125.4","1.33","41.3","-4.7","-8.6",0,"6072","11.0"
"7i",,,"125.3","135.3","163.2","16.8","-5.0","18.4","0.8","123.6","1.32","39.5","-6.7","-9.5",0,"5938","11.4"
"7i",,,"107.4","121.4","145.9","16.8","-3.7","12.7","6.0","124.5","1.17","31.7","-3.7","-7.6",0,"4002","20.0"
"7i",,,"119.3","128.3","160.7","16.3","-3.2","16.8","8.4","125.4","1.28","38.2","-6.1","-8.1",0,"6881","16.5"
"7i",,,"115.7","126.4","160.6","14.2","-0.9","14.2","12.3","129.0","1.25","35.0","-8.2","-8.7",0,"7589","16.6"
"7i",,,"90.8","107.8","135.0","15.3","-7.9","8.6","-4.3","128.1","1.05","25.0","-4.2","-9.4",0,"3198","19.0"
"7i",,,"121.8","135.0","158.4","15.3","-7.3","15.1","-10.2","125.4","1.26","34.5","-6.1","-8.7",0,"4757","4.7"
"7i",,,"123.2","132.1","165.1","15.5","-5.2","17.2","2.3","129.0","1.28","38.6","-4.5","-9.2",0,"7240","13.7"
"7i",,,"96.9","110.6","135.2","18.3","-4.3","11.7","2.3","128.1","1.06","31.2","-5.3","-10.2",0,"3674","17.9"
"7i",,,"127.3","139.1","164.8","15.7","-9.0","17.6","-11.0","124.5","1.32","37.9","-6.5","-11.8",0,"5533","8.2"
"7i",,,"137.0","148.4","172.6","17.0","-6.4","21.5","-4.3","129.9","1.33","41.8","-5.2","-9.6",0,"5454","9.0"
"7i",,,"138.9","148.7","175.6","16.9","-5.4","22.7","-2.5","129.9","1.35","43.1","-4.3","-8.9",0,"5958","8.2"
"7i",,,"102.9","123.6","144.6","15.1","-9.3","9.2","-14.4","124.5","1.16","23.8","-2.2","-10.3",0,"2275","2.5"
"7i",,,"132.7","140.9","173.1","17.9","-6.2","22.8","1.4","130.7","1.32","44.2","-4.8","-11.0",0,"7178","13.6"
"7i",,,"139.5","150.0","175.5","17.0","-4.7","22.6","-0.6","129.0","1.36","42.9","-5.2","-8.4",0,"5704","8.4"
"7i",,,"126.2","136.4","161.4","19.1","-4.5","20.5","1.7","128.1","1.26","41.7","-3.6","-8.5",0,"5202","11.2"
"7i",,,"136.1","145.5","173.0","17.7","-6.2","23.0","-3.5","128.1","1.35","43.7","-4.5","-11.2",0,"6088","9.0"
"7i",,,"132.1","141.8","168.0","19.8","-3.7","23.7","5.1","130.7","1.28","44.7","-3.7","-8.0",0,"5667","12.1"
"7i",,,"129.2","138.6","166.5","17.8","-5.1","20.8","1.2","129.0","1.29","42.0","-3.7","-8.2",0,"6052","11.5"
"7i",,,"120.8","128.6","160.9","19.0","-3.1","20.2","8.3","125.4","1.28","42.6","-6.2","-9.4",0,"7290","15.4"
"7i",,,"97.8","122.6","143.4","15.3","-9.2","8.3","-17.9","126.3","1.14","21.8","-0.8","-7.2",0,"1631","-12.0"
"7i",,,"129.7","140.4","163.9","19.7","-3.3","21.9","7.0","129.0","1.27","42.8","-3.1","-8.2",0,"4977","13.9"
"7i",,,"135.5","145.2","170.9","19.6","-2.9","24.7","5.2","126.3","1.35","45.3","-4.1","-6.9",0,"5591","9.8"
"7i",,,"130.4","138.5","168.9","20.7","0.1","25.2","16.3","125.4","1.35","46.8","-3.7","-5.5",0,"6634","14.1"
"7i",,,"130.0","138.9","168.3","17.8","-2.3","21.1","10.7","127.2","1.32","42.4","-5.2","-9.0",0,"6269","14.8"
"7i",,,"129.4","138.1","168.0","18.2","-2.2","21.6","10.8","127.2","1.32","43.1","-5.0","-8.5",0,"6487","14.6"
"7i",,,"134.4","144.5","173.0","14.9","-5.5","19.3","-7.4","130.7","1.32","39.8","-4.9","-7.1",0,"6332","3.7"
"7i",,,"131.6","140.0","169.8","19.0","-2.9","23.4","8.5","128.1","1.33","44.8","-3.9","-7.7",0,"6520","13.2"
"7i",,,"131.5","140.3","170.4","18.1","-5.6","22.4","2.3","128.1","1.33","43.8","-3.9","-11.0",0,"6670","13.2"
"7i",,,"118.9","128.1","156.8","18.6","-3.8","18.5","5.5","126.3","1.24","40.3","-4.5","-9.9",0,"5976","14.9"
"7i",,,"123.4","132.0","166.0","16.5","-3.3","18.4","9.5","129.9","1.28","40.2","-5.7","-10.2",0,"7709","17.0"
"7i",,,"125.2","134.2","163.7","17.9","-3.7","19.9","6.2","128.1","1.28","41.5","-3.4","-8.5",0,"6366","14.0"
"7i",,,"133.6","143.3","169.0","19.2","-3.7","23.4","2.9","129.0","1.31","44.2","-3.4","-8.2",0,"5569","9.7"
