"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"sw",,,"69.3","76.1","105.9","30.4","-1.6","14.1","-2.4","99.5","1.06","43.3","-1.9","-2.2",0,"5726","-4.6"
"sw",,,"60.0","65.4","97.3","30.1","1.4","11.6","3.5","96.8","1.01","41.4","-4.5","-3.9",0,"7489","5.5"
"sw",,,"54.4","60.5","92.1","28.8","-0.3","9.6","2.2","94.1","0.98","38.6","-7.4","-8.4",0,"7005","9.7"
"sw",,,"4.5","73.2","125.6","0.5","-1.4","0.0","-0.0","92.3","1.36","0.5","-9.2","-7.2",0,"3300","36.1"
"sw",,,"59.0","65.5","96.8","27.6","-1.1","10.1","0.1","95.9","1.01","38.1","-5.6","-4.5",0,"6420","2.2"
"sw",,,"62.9","73.2","108.6","18.0","-0.4","6.8","3.8","98.6","1.10","27.4","-8.5","-5.8",0,"7051","14.4"
"sw",,,"55.3","66.0","99.8","19.3","-1.5","6.2","1.3","91.4","1.09","27.5","-8.3","-5.2",0,"6561","11.6"
"sw",,,"43.8","50.0","84.3","23.7","-2.7","5.8","-0.8","87.8","0.96","30.6","-9.2","-5.6",0,"7858","5.9"
"sw",,,"53.7","58.8","91.9","27.4","0.5","8.9","1.8","92.3","1.00","37.1","-6.8","-3.0",0,"7982","3.7"
"sw",,,"49.9","56.3","89.1","25.6","-2.7","7.5","-1.3","86.1","1.03","34.0","-7.5","-5.7",0,"7099","2.6"
"sw",,,"52.4","58.6","93.2","23.3","-1.4","7.2","-0.0","93.2","1.00","32.0","-7.1","-3.0",0,"7901","3.6"
"sw",,,"52.4","57.3","90.2","28.5","-1.6","9.1","-0.2","89.6","1.01","37.9","-5.3","-4.1",0,"7878","3.3"
"sw",,,"55.3","60.9","93.6","27.2","-2.0","9.2","-1.0","89.6","1.04","37.1","-6.6","-6.0",0,"7584","0.9"
"sw",,,"59.4","68.2","95.4","31.5","-3.9","11.8","-4.8","85.5","1.12","41.8","-1.2","-4.1",0,"4345","-6.9"
"sw",,,"55.5","61.3","92.2","31.3","-1.4","10.9","-0.7","94.1","0.98","41.4","-3.5","-4.8",0,"6170","-0.3"
"sw",,,"46.7","52.9","86.1","25.4","-4.5","6.8","-2.2","88.7","0.97","33.2","-13.0","-5.5",0,"7678","6.6"
"sw",,,"52.7","58.4","89.6","30.6","-2.9","9.9","-1.5","88.7","1.01","40.1","-5.7","-6.7",0,"6724","3.0"
"sw",,,"56.1","61.6","93.5","29.3","-1.3","10.2","-0.1","90.5","1.03","39.6","-5.2","-4.9",0,"7393","2.6"
"sw",,,"56.2","61.2","94.5","27.5","-2.5","9.5","-1.1","93.2","1.01","37.8","-5.3","-5.1",0,"8536","3.5"
"sw",,,"57.4","62.6","94.7","29.9","-3.0","10.8","-1.9","93.2","1.02","40.6","-6.1","-4.2",0,"7753","1.9"
"7i",,,"65.8","94.1","120.8","14.8","-0.7","4.9","-0.7","112.9","1.07","18.1","-1.0","-1.1",0,"996","-6.4"
"7i",,,"133.7","144.5","166.5","19.3","1.2","22.8","8.2","124.5","1.34","43.2","0.6","-4.4",0,"4925","3.8"
"7i",,,"102.4","117.8","157.0","9.7","2.0","7.5","17.1","124.5","1.26","22.4","-5.7","-5.1",0,"5202","22.8"
"7i",,,"116.7","126.4","156.2","17.1","2.7","16.4","19.7","122.7","1.27","37.9","-5.7","-4.1",0,"6005","16.4"
