"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"7i",,,"15.3","86.4","151.7","1.1","-1.6","0.1","0.1","121.8","1.25","1.2","-5.5","-6.2",0,"2908","38.5"
"7i",,,"116.6","130.4","153.9","15.7","-1.1","13.8","9.6","119.1","1.29","32.7","-7.4","-7.1",0,"4292","15.0"
"7i",,,"102.1","126.4","161.1","7.3","0.7","5.7","11.1","124.5","1.29","17.7","-6.7","-3.6",0,"4611","16.8"
"7i",,,"101.6","116.4","141.4","15.6","-7.6","11.0","-7.1","116.4","1.21","29.6","-6.4","-10.1",0,"4183","9.5"
"7i",,,"81.0","100.1","130.3","14.0","-3.1","6.7","2.9","116.4","1.12","21.8","-7.5","-7.7",0,"3185","21.0"
"7i",,,"100.1","116.8","143.9","13.5","-6.6","8.8","-5.3","118.2","1.22","24.5","-7.5","-9.7",0,"3469","10.8"
"7i",,,"130.0","145.9","165.0","13.7","-6.9","13.8","-17.2","125.4","1.32","30.6","-6.0","-5.3",0,"3718","-3.8"
"7i",,,"127.9","140.8","162.5","16.2","-1.6","17.3","4.0","120.0","1.35","36.9","-5.9","-4.5",0,"4691","6.9"
"7i",,,"137.0","150.5","169.5","15.4","-4.1","18.2","-3.0","124.5","1.36","36.9","-5.9","-5.2",0,"4401","5.3"
"7i",,,"120.7","130.6","159.4","17.7","0.9","17.9","18.0","126.3","1.26","39.3","-1.0","-1.0",5,"5782","18.0"
"7i",,,"120.8","135.0","159.8","13.1","-4.1","12.6","-2.8","119.1","1.34","30.2","-7.4","-3.1",0,"4485","5.8"
"7i",,,"114.6","127.4","154.4","14.6","-4.6","13.3","-3.5","121.8","1.27","32.7","-7.1","-6.8",0,"5157","6.0"
"7i",,,"125.9","138.6","163.2","14.7","-4.1","15.6","-0.8","126.3","1.29","34.9","-7.2","-7.1",0,"4972","8.0"
"7i",,,"106.2","123.2","146.8","15.4","-1.6","10.7","8.2","125.4","1.17","27.3","-6.0","-5.8",0,"3224","19.8"
"7i",,,"122.5","135.1","158.4","16.6","-2.4","16.5","4.0","125.4","1.26","36.6","-4.9","-5.3",0,"4856","9.4"
"7i",,,"127.9","140.6","165.1","14.7","-5.1","16.2","-5.3","124.5","1.33","35.7","-6.7","-6.9",0,"5102","5.2"
"7i",,,"130.2","141.9","166.7","16.4","-3.5","18.6","4.3","127.2","1.31","38.8","-6.9","-6.9",0,"5224","11.6"
"7i",,,"120.9","133.8","158.6","14.8","-4.0","14.7","-7.9","125.4","1.27","34.1","-5.3","-3.7",0,"4991","-1.2"
"7i",,,"131.4","143.8","166.2","16.3","-1.1","18.7","1.2","122.7","1.35","38.6","-5.3","-3.7",0,"5014","2.3"
"7i",,,"134.2","146.9","168.7","15.8","-2.9","18.5","3.6","129.0","1.31","38.0","-8.9","-5.7",0,"4823","9.2"
"7i",,,"120.3","132.6","161.3","13.4","-2.0","13.5","5.5","126.3","1.28","32.5","-6.8","-4.9",0,"5343","10.6"
"7i",,,"123.2","137.8","157.2","16.2","-3.1","15.1","1.9","124.5","1.26","33.4","-5.5","-6.3",0,"3843","9.6"
"7i",,,"97.4","117.8","141.9","14.6","-5.5","8.4","-3.9","124.5","1.14","22.8","-3.9","-6.8",0,"2438","12.1"
"7i",,,"132.4","145.1","164.9","17.4","-3.8","19.6","-0.9","125.4","1.32","39.3","-5.3","-6.8",0,"4564","6.8"
"7i",,,"75.8","102.3","131.2","13.8","-6.6","5.5","-12.1","120.9","1.09","18.3","-2.2","-3.9",0,"1689","-24.4"
"7i",,,"139.7","151.7","169.3","19.2","-0.2","23.3","7.4","129.0","1.31","42.6","-2.9","-3.4",0,"4270","6.0"
"7i",,,"133.2","143.8","169.1","17.8","-0.2","21.6","9.6","127.2","1.33","42.4","-5.1","-3.8",0,"5654","8.4"
"7i",,,"124.5","139.0","158.2","15.8","-4.4","15.2","-7.7","124.5","1.27","33.6","-5.3","-4.5",0,"3982","0.3"
"7i",,,"130.1","140.9","167.0","17.4","1.5","19.9","19.4","127.2","1.31","40.7","-6.9","-5.7",0,"5430","15.6"
"7i",,,"110.5","123.4","158.9","12.0","-2.9","10.5","10.8","127.2","1.25","28.1","-6.2","-9.0",0,"5704","23.2"
"7i",,,"119.5","134.0","154.1","16.1","-4.9","14.7","-6.2","125.4","1.23","33.5","-4.8","-5.4",0,"4080","3.5"
"7i",,,"112.6","127.1","150.1","15.2","-3.5","12.5","-1.0","125.4","1.20","30.6","-5.4","-5.0",0,"4011","6.9"
"7i",,,"79.3","110.3","134.6","13.8","-4.5","5.6","-5.9","120.9","1.11","17.8","-2.3","-3.8",0,"1214","-3.7"
"7i",,,"136.6","147.9","169.7","18.2","-2.6","22.2","0.8","127.2","1.33","42.3","-3.6","-5.2",0,"4950","5.3"
"7i",,,"113.6","127.5","151.7","14.6","-4.5","12.6","-8.4","127.2","1.19","31.0","-5.1","-4.4",0,"4387","-1.1"
"7i",,,"134.5","144.5","169.5","19.1","-0.4","23.4","10.7","125.4","1.35","44.0","-3.6","-4.3",0,"5366","9.8"
"7i",,,"133.8","144.6","167.6","18.5","-2.2","21.7","6.8","125.4","1.34","42.1","-4.3","-6.8",0,"4977","10.5"
"7i",,,"105.1","124.4","146.1","15.0","-3.0","9.8","-9.6","119.1","1.23","25.0","-2.1","0.6",0,"2665","-12.0"
"7i",,,"128.5","141.8","161.4","16.8","-1.8","17.7","-0.8","121.8","1.32","37.2","-4.3","-3.0",0,"4415","2.1"
"7i",,,"133.8","145.0","168.0","17.9","-0.7","21.4","4.5","123.6","1.36","41.8","-3.4","-1.7",0,"5145","4.6"
"7i",,,"106.8","124.9","145.3","15.5","-3.4","10.7","-3.4","121.8","1.19","27.1","-3.7","-4.1",0,"3007","3.4"
