"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"7i",,,"98.9","112.2","143.3","14.1","-0.6","10.1","6.6","113.8","1.26","28.5","-8.5","-5.5",0,"5223","12.1"
"7i",,,"88.1","104.9","143.1","9.8","-1.5","6.1","4.4","119.1","1.20","20.4","-7.3","-2.5",0,"5446","13.5"
"7i",,,"84.1","102.1","134.5","11.7","-7.2","6.3","-6.6","114.7","1.17","21.1","-9.7","-9.2",0,"4223","8.1"
"7i",,,"101.3","117.2","142.1","14.5","-4.6","9.9","-6.3","112.9","1.26","26.8","-4.8","-4.5",0,"3678","1.1"
"7i",,,"103.8","116.9","149.1","12.8","-2.6","10.3","1.4","118.2","1.26","28.8","-9.9","-6.7",0,"6101","7.9"
"7i",,,"105.6","118.6","148.5","13.7","-2.0","11.0","0.9","119.1","1.25","29.7","-6.6","-3.7",0,"5384","5.4"
"7i",,,"94.2","109.7","145.0","10.8","-5.0","7.6","-2.5","107.5","1.35","23.8","-13.1","-5.3",0,"6086","9.3"
"7i",,,"95.2","108.3","144.3","12.7","-3.8","8.8","4.6","116.4","1.24","26.5","-14.2","-9.1",0,"6204","19.3"
"7i",,,"79.3","101.3","134.9","11.1","-4.1","5.0","-2.7","116.4","1.16","17.2","-12.3","-3.1",0,"2864","7.4"
"7i",,,"91.7","104.1","143.6","12.1","-1.4","8.2","7.7","114.7","1.25","25.8","-13.6","-11.4",0,"7880","18.4"
"7i",,,"95.0","106.7","145.0","13.0","-1.7","9.1","9.0","112.9","1.29","27.6","-1.0","-1.0",5,"7446","20.9"
"7i",,,"91.3","111.1","152.2","7.3","-3.0","5.1","2.5","121.8","1.25","17.8","-12.5","-3.5",0,"6077","13.8"
"7i",,,"58.2","75.1","119.1","10.5","-7.3","3.8","-5.1","120.9","0.98","18.1","-2.6","-6.1",0,"12854","8.2"
"7i",,,"60.2","87.6","123.6","11.2","-7.5","3.4","-8.8","120.0","1.03","14.3","-5.1","-5.0",0,"1743","-14.3"
"7i",,,"116.3","129.6","159.7","12.4","-3.4","12.3","0.8","120.9","1.32","31.2","-8.3","-6.3",0,"6058","8.2"
"7i",,,"114.6","131.0","156.5","11.8","-4.4","10.3","-8.6","120.0","1.30","26.5","-7.2","-4.1",0,"4165","-1.7"
"7i",,,"111.7","125.8","152.3","13.3","-4.2","11.3","-6.2","121.8","1.25","28.8","-6.6","-4.4",0,"4501","0.9"
"7i",,,"108.1","123.0","146.5","15.1","-2.2","11.7","-3.1","116.4","1.26","29.9","-4.5","-2.0",0,"4069","-0.5"
"7i",,,"105.9","120.9","148.7","12.7","-2.9","9.7","-3.4","118.2","1.26","26.3","-6.2","-3.7",0,"4230","1.1"
"7i",,,"76.8","97.6","130.2","13.4","-4.5","5.6","-1.4","119.1","1.09","18.7","-4.7","-6.4",0,"2220","17.2"
"7i",,,"126.8","140.6","164.7","13.3","-6.3","14.2","-17.2","118.2","1.39","32.5","-6.5","-5.4",0,"4726","-5.7"
"7i",,,"111.3","124.6","154.8","12.6","-4.2","11.4","-5.2","118.2","1.31","29.9","-5.1","-3.7",0,"5785","2.3"
"7i",,,"93.7","111.4","139.9","13.2","-2.6","7.8","1.7","121.8","1.15","22.9","-6.3","-5.0",0,"3366","11.7"
"7i",,,"107.1","118.5","152.8","13.2","-0.8","11.4","8.7","120.0","1.27","30.9","-8.9","-5.8",0,"6915","13.5"
"7i",,,"92.9","109.4","137.5","13.5","-5.5","8.3","-8.6","120.0","1.15","24.8","-5.5","-6.0",0,"3996","-1.7"
"7i",,,"110.2","125.3","147.0","15.9","-3.6","12.4","-3.4","121.8","1.21","30.6","-4.1","-4.0",0,"3795","3.5"
"7i",,,"93.3","109.7","137.9","14.3","-4.6","8.8","1.0","122.7","1.12","25.8","-5.1","-7.7",0,"4013","16.5"
"7i",,,"131.3","143.1","168.2","14.7","-4.9","17.2","-6.4","124.5","1.35","36.9","-7.4","-6.6",0,"5263","3.4"
"7i",,,"117.1","130.2","159.8","12.5","-5.0","12.4","-6.5","122.7","1.30","31.2","-9.2","-6.6",0,"5862","3.2"
"7i",,,"111.9","124.8","155.9","12.5","-4.0","11.7","-2.8","120.9","1.29","30.7","-7.4","-6.1",0,"6337","5.3"
"7i",,,"111.6","124.2","154.5","13.0","-4.2","11.8","-3.2","123.6","1.25","30.6","-7.7","-5.9",0,"5799","5.3"
"7i",,,"115.1","127.7","158.1","12.8","-5.2","12.4","-3.4","120.9","1.31","31.3","-7.8","-6.4",0,"5956","7.6"
"7i",,,"114.6","128.5","152.7","14.4","-4.5","12.6","-5.4","125.4","1.22","30.9","-5.8","-5.5",0,"4385","3.3"
"7i",,,"106.8","121.5","145.6","15.5","-2.0","12.1","-3.7","117.3","1.24","31.2","-4.6","-0.2",0,"4536","-2.2"
"7i",,,"115.6","129.2","154.1","14.4","-4.5","12.9","-9.9","120.0","1.28","31.4","-5.8","-3.6",0,"4598","-3.1"
"7i",,,"105.2","118.3","151.3","11.9","-6.6","9.8","-14.6","117.3","1.29","27.4","-5.8","-6.2",0,"5734","-6.3"
"7i",,,"110.3","123.4","154.8","12.1","-4.3","10.8","-4.3","117.3","1.32","28.8","-6.5","-5.7",0,"5707","3.9"
"7i",,,"115.8","128.1","157.1","13.6","-4.8","12.9","-1.9","120.9","1.30","31.9","-8.2","-6.5",0,"5375","8.8"
"7i",,,"108.9","120.5","151.2","14.4","-0.7","12.4","7.3","119.1","1.27","32.0","-6.2","-2.2",0,"5926","10.9"
"7i",,,"126.4","138.0","166.3","13.9","-3.5","15.9","-0.4","125.4","1.33","35.8","-8.1","-5.9",0,"6051","6.4"
"7i",,,"87.1","107.6","138.0","12.3","-6.9","6.2","-9.1","122.7","1.12","19.3","-5.9","-6.2",0,"2658","1.1"
"7i",,,"110.0","119.8","151.0","15.4","-2.2","13.5","3.5","121.8","1.24","34.0","-6.7","-5.6",0,"6137","9.3"
"7i",,,"121.4","133.2","159.9","15.3","-2.2","15.6","2.7","123.6","1.29","35.8","-6.5","-5.1",0,"5513","7.1"
"7i",,,"70.2","112.9","155.6","3.5","-4.1","1.7","-0.0","120.0","1.30","7.4","-8.6","-6.4",0,"4338","18.1"
"7i",,,"116.0","130.1","153.0","15.0","-2.5","13.2","0.3","120.9","1.27","31.7","-5.4","-5.1",0,"4274","5.8"
"7i",,,"112.1","124.4","156.5","12.6","-5.4","11.2","0.2","116.4","1.34","29.3","-10.2","-11.2",0,"5308","14.0"
"7i",,,"122.3","134.6","162.3","13.4","-3.9","14.0","-8.8","120.9","1.34","33.1","-6.5","-4.0",0,"5381","-2.3"
"7i",,,"119.3","133.9","155.3","15.1","-4.3","13.5","-13.0","117.3","1.32","31.3","-3.9","-3.2",0,"3895","-7.8"
"7i",,,"100.8","117.0","143.2","14.0","-3.0","9.6","0.4","119.1","1.20","26.3","-6.8","-5.8",0,"3840","8.9"
"7i",,,"125.4","137.3","165.2","14.0","-3.8","15.4","2.3","123.6","1.34","35.0","-8.5","-7.4",0,"5647","10.5"
"7i",,,"109.3","121.9","156.6","11.4","-1.4","10.4","5.5","124.5","1.26","28.7","-8.5","-5.8",0,"6749","10.1"
"7i",,,"129.6","143.2","163.8","15.1","-4.7","16.1","-4.5","122.7","1.33","34.8","-7.5","-6.1",0,"4364","5.2"
"7i",,,"128.4","137.9","167.5","15.9","-2.7","18.6","6.6","127.2","1.32","39.5","-7.7","-7.0",0,"6315","11.6"
"7i",,,"130.6","140.5","170.0","14.4","-2.9","17.8","-0.6","127.2","1.34","38.3","-7.0","-5.4",0,"6436","4.5"
"7i",,,"96.0","112.3","139.3","14.5","-3.1","8.9","2.1","124.5","1.12","25.4","-4.7","-4.8",0,"3502","14.0"
"7i",,,"119.5","132.4","162.5","12.2","-5.4","12.6","-3.6","126.3","1.29","31.3","-6.7","-7.5",0,"5824","8.1"
"7i",,,"124.0","137.5","160.2","14.5","-7.2","14.6","-12.8","123.6","1.30","33.2","-5.2","-7.9",0,"4517","1.4"
"7i",,,"118.0","131.5","160.7","12.0","-4.9","11.7","-5.1","123.6","1.30","29.5","-5.8","-6.2",0,"5163","4.8"
"7i",,,"91.7","124.5","157.8","5.7","-8.7","3.8","-10.1","120.9","1.30","13.1","-6.3","-7.8",0,"4074","6.7"
"7i",,,"85.7","104.9","133.5","13.5","-5.8","6.9","-9.8","115.6","1.16","21.4","-4.0","-4.9",0,"2961","-6.7"
"7i",,,"91.1","115.5","151.4","7.2","-11.0","4.6","-19.2","117.3","1.29","15.7","-5.2","-7.0",0,"4288","-7.0"
"7i",,,"112.6","125.7","157.9","11.7","-4.4","11.1","-1.7","123.6","1.28","29.4","-7.1","-6.1",0,"6225","7.8"
"7i",,,"124.5","133.1","165.0","17.3","-1.8","19.4","11.0","126.3","1.31","41.2","-7.3","-7.5",0,"7096","14.7"
"7i",,,"112.5","125.7","156.2","12.2","-8.7","11.2","-18.3","118.2","1.32","29.3","-6.5","-7.8",0,"5460","-3.8"
"7i",,,"121.7","135.5","161.0","13.0","-6.0","12.9","-13.0","116.4","1.38","31.0","-7.4","-4.7",0,"4741","-2.2"
"7i",,,"97.9","112.8","142.9","13.5","-3.5","9.2","3.2","123.6","1.16","26.3","-5.9","-7.2",0,"4485","15.7"
"7i",,,"114.0","125.7","157.1","13.3","-1.8","12.8","4.9","120.9","1.30","32.3","-6.8","-4.6",0,"6337","9.6"
"7i",,,"88.5","107.8","133.7","14.8","-2.5","7.7","-0.3","121.8","1.10","22.9","-3.2","-4.1",0,"2691","7.8"
"7i",,,"129.4","140.2","165.9","16.2","-3.3","18.7","-4.6","126.3","1.31","39.2","-4.6","-4.2",0,"5598","1.4"
