"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"7i",,,"86.7","108.5","139.4","13.0","-9.2","6.3","-8.4","120.0","1.16","18.9","-6.8","-11.1",0,"2145","16.8"
"7i",,,"44.5","62.8","140.1","6.5","5.9","1.5","10.7","123.6","1.13","8.9","-10.7","-12.7",0,"8026","62.7"
"7i",,,"114.4","131.8","156.6","11.9","-10.9","9.9","-17.6","121.8","1.29","25.3","-7.2","-11.2",0,"3695","4.1"
"7i",,,"137.9","153.8","171.9","13.0","-10.7","14.7","-25.6","120.9","1.42","31.2","-7.6","-9.2",0,"3748","-1.8"
"7i",,,"138.9","153.2","171.6","14.6","-8.2","17.5","-11.9","122.7","1.40","35.6","-7.8","-11.2",0,"4231","6.5"
"7i",,,"125.8","142.6","160.7","14.5","-8.7","13.1","-13.5","122.7","1.31","29.2","-6.6","-10.6",0,"3220","5.8"
"7i",,,"115.7","131.5","153.9","14.8","-4.9","11.9","0.9","121.8","1.26","28.6","-7.0","-10.2",0,"3445","15.2"
"7i",,,"130.9","143.0","167.9","17.0","-1.6","19.1","15.7","124.5","1.35","39.3","-7.1","-10.2",0,"5056","19.5"
"7i",,,"118.4","132.1","158.3","14.9","-3.5","13.5","9.5","121.8","1.30","32.1","-8.7","-11.3",0,"4526","21.2"
"7i",,,"118.0","132.7","157.7","14.3","-6.9","12.5","0.5","120.9","1.30","29.8","-8.3","-12.4",0,"3988","19.7"
"7i",,,"41.0","69.4","145.6","5.6","6.6","1.2","10.0","125.4","1.16","7.4","-8.8","-11.9",0,"8056","66.4"
"7i",,,"123.2","136.3","164.6","13.0","-5.8","13.3","2.1","122.7","1.34","31.5","-9.1","-11.7",0,"4959","16.6"
