"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"7i",,,"10.6","101.4","169.3","0.7","-1.9","0.0","-0.2","128.1","1.32","0.7","-1.0","-1.0",5,"1025","4.7"
"7i",,,"101.0","112.9","143.8","14.4","-5.4","10.9","-8.2","124.5","1.16","30.1","-6.7","-6.8",0,"5696","0.3"
"7i",,,"121.8","131.3","161.4","15.2","-3.0","16.4","-0.6","129.9","1.24","37.2","-6.7","-4.6",0,"6429","5.2"
"7i",,,"108.2","126.7","164.0","7.7","-3.6","7.1","3.6","129.0","1.27","21.2","-8.6","-6.7",0,"5530","14.9"
"7i",,,"115.4","124.8","154.9","16.1","-3.9","15.6","-5.3","128.1","1.21","36.9","-5.9","-4.9",0,"6510","1.6"
"7i",,,"94.5","106.0","151.6","12.3","-3.3","8.5","-20.7","129.0","1.18","26.4","-8.9","-5.0",0,"8580","-33.5"
"7i",,,"113.8","126.3","157.0","12.9","-2.8","12.3","1.4","126.3","1.24","31.5","-8.2","-4.5",0,"6177","7.6"
"7i",,,"110.6","120.2","154.8","16.2","-0.9","15.4","5.1","127.2","1.22","37.8","-9.0","-5.0",0,"9714","7.5"
"7i",,,"67.6","95.0","132.4","12.4","-7.6","4.2","-13.3","117.3","1.13","15.7","-3.4","-2.4",0,"1630","-40.1"
"7i",,,"111.7","126.6","159.9","10.3","-6.3","9.5","-3.8","130.7","1.22","26.0","-8.6","-7.3",0,"5474","10.7"
"7i",,,"116.9","131.4","150.3","17.1","-5.5","14.2","-11.6","128.1","1.17","32.5","-5.0","-6.1",0,"3446","-2.8"
"7i",,,"128.8","139.3","164.1","18.3","-3.1","20.8","-8.7","126.3","1.30","41.9","-7.8","-5.4",0,"5515","-3.4"
"7i",,,"132.5","145.3","166.2","17.2","-3.9","18.5","-25.1","129.0","1.29","37.8","-9.2","-7.5",0,"4158","-20.0"
"7i",,,"78.6","108.0","150.5","6.1","-4.7","3.0","-1.1","126.3","1.19","11.3","-7.1","-5.2",0,"3733","15.7"
"7i",,,"99.5","118.3","140.0","15.5","-3.9","9.6","-4.0","125.4","1.12","25.8","-3.7","-5.0",0,"2886","3.8"
"7i",,,"118.6","131.5","161.1","12.4","-3.1","12.6","-2.1","129.0","1.25","31.4","-7.5","-4.8",0,"5877","3.6"
"7i",,,"121.9","131.1","160.8","16.7","-2.1","17.8","5.6","130.7","1.23","39.3","-8.6","-7.4",0,"6455","10.0"
"7i",,,"116.8","128.7","156.1","15.2","-4.2","14.5","-0.9","131.6","1.19","34.5","-8.1","-5.0",0,"5449","8.3"
"7i",,,"133.0","144.4","169.6","15.3","-5.5","18.6","-9.0","131.6","1.29","38.8","-8.5","-6.9",0,"5536","2.2"
"7i",,,"119.8","130.5","161.2","13.9","-4.7","14.7","-13.0","129.0","1.25","35.1","-7.7","-4.0",0,"6533","-5.6"
"7i",,,"99.5","115.3","153.0","8.7","-0.3","7.1","-0.1","129.9","1.18","22.3","-8.1","-8.7",0,"6508","-1.4"
"7i",,,"119.1","128.2","159.5","15.9","-5.2","16.6","-4.2","127.2","1.25","38.0","-8.7","-7.5",0,"6965","6.2"
"7i",,,"96.6","132.1","162.3","11.0","-2.4","5.6","-2.3","131.6","1.23","14.7","-9.4","-8.2",0,"1081","3.1"
"7i",,,"133.3","146.7","161.9","18.9","-2.6","19.6","1.3","128.1","1.26","38.2","-8.3","-8.6",0,"3594","6.8"
"7i",,,"118.1","126.9","163.6","16.5","-4.3","18.1","-7.5","126.3","1.30","41.0","-9.2","-6.8",0,"10997","-0.0"
"7i",,,"108.1","121.4","152.7","12.6","-4.3","10.9","-12.0","128.1","1.19","29.3","-9.7","-4.6",0,"5876","-8.0"
"7i",,,"113.1","124.5","155.9","14.0","-4.4","13.5","-4.1","125.4","1.24","33.8","-8.5","-5.8",0,"7024","4.4"
"7i",,,"118.4","127.9","164.9","14.4","-9.4","15.9","-13.2","128.1","1.29","37.8","-9.1","-7.7",0,"10108","5.8"
"7i",,,"117.5","125.8","157.5","17.7","-2.8","18.2","-3.0","131.6","1.20","40.5","-8.2","-6.8",0,"7677","1.6"
"7i",,,"112.0","120.9","155.3","15.1","-1.6","14.3","3.3","129.0","1.20","35.7","-7.7","-5.8",0,"8105","7.0"
"7i",,,"109.2","120.5","156.0","13.2","-0.5","11.7","-13.1","127.2","1.23","31.2","-8.9","-5.8",0,"6896","-20.0"
"7i",,,"117.6","127.5","159.5","14.6","-6.1","15.1","-14.1","127.2","1.25","36.0","-7.0","-4.6",0,"7160","-3.7"
"7i",,,"26.8","89.7","137.2","3.6","1.2","0.4","1.1","118.2","1.16","3.9","-7.1","-6.4",0,"1096","13.0"
"7i",,,"20.3","93.7","149.9","2.2","-1.6","0.2","-0.3","129.0","1.16","2.3","-8.2","-8.5",0,"935","6.7"
"7i",,,"107.0","113.5","154.5","19.0","-2.2","16.8","-19.8","129.9","1.19","40.8","-7.3","-8.0",0,"11794","-24.9"
"7i",,,"124.0","133.7","160.3","18.3","-3.9","19.7","-9.9","126.3","1.27","41.2","-6.6","-4.3",0,"5826","-3.3"
"7i",,,"116.0","123.0","160.8","19.3","-3.4","20.4","-6.2","129.0","1.25","44.2","-6.6","-6.8",0,"11912","-0.9"
"7i",,,"79.0","111.4","139.3","12.6","-11.1","5.1","-17.1","124.5","1.12","16.2","-4.3","-7.2",0,"1203","-18.1"
"7i",,,"60.7","73.6","117.6","13.0","-13.4","4.8","-18.6","125.4","0.94","21.3","-2.1","-8.5",0,"11418","-25.3"
"7i",,,"22.9","93.9","153.3","2.5","-6.5","0.3","-2.6","124.5","1.23","2.7","-8.1","-7.5",0,"942","-32.1"
"7i",,,"58.4","69.9","108.1","15.9","18.5","5.4","23.2","122.5","0.88","23.8","-6.1","-6.7",0,"6278","22.2"
"7i",,,"117.5","126.9","160.7","14.8","-6.0","15.5","-16.3","125.4","1.28","36.8","-8.7","-6.5",0,"8050","-6.6"
"7i",,,"120.5","129.8","161.9","15.2","-3.6","16.1","-17.2","130.7","1.24","37.2","-7.6","-5.7",0,"6768","-13.4"
"7i",,,"114.8","123.2","159.9","15.9","-4.5","16.4","-11.7","128.1","1.25","38.9","-9.2","-7.7",0,"10341","-5.1"
"7i",,,"17.8","97.4","161.5","1.5","-8.0","0.1","-2.2","126.3","1.28","1.6","-10.2","-9.0",0,"978","3.3"
"7i",,,"119.9","130.1","158.7","15.3","-4.8","15.6","-6.5","128.1","1.24","36.0","-7.2","-5.6",0,"5795","2.7"
"7i",,,"92.6","122.8","163.8","5.1","-1.7","3.9","8.6","129.9","1.26","14.2","-9.8","-7.4",0,"5865","23.3"
"7i",,,"51.0","72.7","121.4","6.8","-3.4","2.0","-3.9","126.3","0.96","11.0","-4.2","-7.6",0,"6815","-9.9"
"7i",,,"114.7","124.5","154.1","15.9","-5.0","15.1","-6.5","130.7","1.18","36.0","-5.8","-5.9",0,"6134","3.0"
"7i",,,"129.3","136.7","168.8","20.3","-1.9","24.7","10.5","132.5","1.27","46.4","-7.5","-7.2",0,"7080","13.2"
"7i",,,"130.1","139.9","169.2","14.8","-7.4","18.2","-16.6","132.5","1.28","39.0","-7.9","-7.8",0,"6466","-1.5"
