"Club Type","Club Brand","Club Model","Carry Distance","Total Distance","Ball Speed","Launch Angle","Launch Direction","Apex","Side Carry","Club Speed","Smash Factor","Descent Angle","Attack Angle","Club Path","Club Data Est Type","Spin Rate","Spin Axis"
"7i",,,"110.7","120.7","154.2","14.4","-2.5","13.2","5.9","119.1","1.29","33.6","-7.1","-8.5",0,"6927","13.4"
"7i",,,"107.7","121.1","148.8","14.5","-4.0","11.6","0.8","118.2","1.26","30.1","-7.1","-9.4",0,"4743","11.5"
"7i",,,"111.4","121.4","152.9","16.0","-1.2","14.2","11.9","118.2","1.29","35.0","-8.7","-9.7",0,"6029","18.4"
"7i",,,"74.1","93.4","126.7","13.8","-4.0","5.8","2.2","115.6","1.10","20.3","-7.9","-9.1",0,"3051","26.8"
"7i",,,"110.8","122.4","156.5","12.8","-3.6","11.8","4.8","119.1","1.31","31.0","-9.6","-9.1",0,"6706","15.0"
"7i",,,"96.7","111.0","147.6","11.3","-3.3","8.1","4.5","119.1","1.24","24.5","-7.1","-7.7",0,"5869","17.6"
"7i",,,"92.7","105.9","142.0","12.7","-2.2","8.4","6.5","118.2","1.20","25.9","-5.7","-6.0",0,"6096","18.8"
"7i",,,"125.8","139.8","159.6","16.4","-3.3","16.3","3.2","117.3","1.36","35.2","-5.5","-7.7",0,"4142","10.9"
"7i",,,"119.6","133.4","155.7","15.5","-5.1","14.3","-1.5","120.0","1.30","33.0","-6.1","-7.6",0,"4254","10.4"
"7i",,,"85.4","104.4","133.8","14.0","-4.5","7.0","-0.6","115.6","1.16","21.5","-1.0","-1.0",5,"2732","16.7"
"7i",,,"106.3","121.1","145.6","15.4","-4.8","11.8","-0.7","115.6","1.26","30.3","-6.1","-8.8",0,"4243","11.5"
"7i",,,"101.5","113.6","148.5","13.1","-3.4","10.2","5.2","115.6","1.29","28.8","-8.5","-9.6",0,"6491","17.3"
"7i",,,"118.4","129.8","157.0","16.9","-1.4","16.3","10.7","119.1","1.32","37.1","-8.0","-9.6",0,"5478","15.7"
"7i",,,"114.9","127.3","152.4","16.6","-2.1","14.9","4.6","111.1","1.37","35.2","-7.1","-7.5",0,"4950","10.4"
"7i",,,"104.7","117.7","143.6","16.8","-1.5","12.8","5.4","113.8","1.26","32.9","-6.1","-7.6",0,"4769","11.6"
"7i",,,"108.5","119.9","151.3","14.9","-2.9","12.4","7.8","117.3","1.29","32.1","-9.7","-10.6",0,"5565","18.7"
"7i",,,"95.5","112.1","139.0","14.2","-5.7","9.0","-3.6","112.9","1.23","25.8","-6.0","-9.6",0,"3902","10.3"
"7i",,,"103.5","114.0","146.7","15.2","-1.1","11.9","9.4","118.2","1.24","32.0","-6.6","-7.9",0,"6048","16.8"
"7i",,,"101.6","114.9","143.3","14.8","-4.7","10.8","-3.4","114.7","1.25","29.5","-6.4","-8.2",0,"4839","6.6"
"7i",,,"91.7","106.8","140.3","12.2","-7.2","7.7","-5.2","115.6","1.21","23.9","-7.7","-9.8",0,"4870","11.4"
"7i",,,"128.2","138.1","165.1","17.3","-2.9","19.7","3.7","121.8","1.36","40.8","-5.6","-7.1",0,"5864","9.3"
"7i",,,"119.8","134.3","154.7","16.0","-7.8","14.7","-18.5","118.2","1.31","33.5","-3.9","-5.8",0,"4089","-5.1"
"7i",,,"84.4","110.6","135.2","15.4","-5.6","6.9","-2.5","120.0","1.13","20.4","-1.9","-7.6",0,"1415","23.5"
"7i",,,"112.5","121.6","154.6","15.6","-2.7","14.6","6.4","119.1","1.30","35.7","-8.3","-9.8",0,"6928","13.9"
"7i",,,"121.6","131.1","160.5","16.5","-1.6","17.3","7.5","121.8","1.32","38.5","-5.6","-6.9",0,"6187","11.3"
"7i",,,"130.4","144.7","163.0","15.9","-5.8","16.8","-13.3","117.3","1.39","35.5","-4.7","-5.7",0,"4103","-2.0"
"7i",,,"117.1","127.7","155.7","17.1","-0.6","16.4","11.9","117.3","1.33","37.5","-7.3","-8.0",0,"5665","15.1"
"7i",,,"121.3","132.8","158.3","17.7","-0.5","17.6","12.3","119.1","1.33","38.6","-6.9","-8.1",0,"5205","14.8"
"7i",,,"97.1","109.9","142.0","14.5","-3.4","10.0","4.1","119.1","1.19","28.5","-6.9","-6.8",0,"5210","16.8"
"7i",,,"109.6","123.2","149.5","16.4","-0.9","13.3","12.4","120.9","1.24","33.1","-7.8","-7.6",0,"4725","20.1"
"7i",,,"116.4","125.7","156.0","17.3","-0.3","17.0","11.1","126.3","1.24","38.8","-5.6","-7.2",0,"6628","13.0"
"7i",,,"79.9","94.1","123.3","17.3","-2.7","8.3","3.6","118.2","1.04","26.6","-2.2","-5.9",0,"3373","20.7"
"7i",,,"123.6","134.0","161.7","16.4","-1.3","17.4","8.6","120.9","1.34","38.2","-7.6","-7.1",0,"5724","11.5"
"7i",,,"118.3","128.5","157.8","16.3","-1.9","16.1","9.0","126.3","1.25","37.0","-7.2","-7.6",0,"5952","14.7"
"7i",,,"110.6","126.6","146.9","16.4","-5.0","12.3","-3.1","120.9","1.21","29.8","-4.0","-6.4",0,"3274","9.3"
"7i",,,"116.5","130.0","153.2","16.3","-3.3","14.5","4.6","121.8","1.26","33.9","-5.8","-8.4",0,"4431","13.8"
"7i",,,"98.3","112.0","140.6","15.7","-1.1","10.8","8.0","116.4","1.21","30.0","-7.8","-8.5",0,"4780","16.8"
"7i",,,"116.1","129.5","154.0","15.8","-2.8","14.2","5.0","120.9","1.27","33.7","-6.9","-7.6",0,"4707","12.8"
"7i",,,"125.4","137.2","163.7","15.2","-2.8","16.4","4.4","121.8","1.34","36.5","-7.8","-8.6",0,"5456","10.5"
"7i",,,"109.6","118.7","151.5","15.6","0.4","13.9","9.5","124.5","1.22","35.0","-7.6","-8.1",0,"6919","10.6"
"7i",,,"119.4","130.0","160.3","14.8","-3.0","15.2","5.8","120.9","1.33","35.6","-8.1","-8.8",0,"6194","13.0"
"7i",,,"115.3","124.6","156.3","15.3","-2.1","15.0","4.5","122.7","1.27","35.9","-6.9","-7.8",0,"6711","9.5"
"7i",,,"113.9","124.4","153.2","16.2","-0.9","15.0","6.1","119.1","1.29","36.0","-6.5","-6.9",0,"5963","8.7"
"7i",,,"113.9","124.1","153.9","15.8","-2.5","14.6","5.1","120.0","1.28","35.3","-7.9","-8.2",0,"5888","11.8"
"7i",,,"118.5","130.4","155.8","16.9","-4.1","16.1","1.2","122.7","1.27","36.7","-6.1","-9.5",0,"5108","10.6"
